usuario,contrasena,nombre,correo,paisOrigen,necesidadesEspecialesEducación,genero,estadoCivil,prestamo,beca,desplazado,totalCreditos
dconquestpe,vts40Ui/X,Dorene Conquest,dconquestpe@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
tmoxleypf,egg40w8,Town Moxley,tmoxleypf@edu.com,Santo Tomé y Principe,No,Femenino,Soltero,No,No,Si,4.0
cbyfordpg,xxf67,Constantina Byford,cbyfordpg@edu.com,Portugal,No,Femenino,Casado,No,No,Si,0.0
gtraillph,zis14J6%3,Giff Traill,gtraillph@edu.com,Portugal,No,Femenino,Casado,No,No,Si,0.0
flaughtissepi,wxb825,Felice Laughtisse,flaughtissepi@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
wreubenpj,zti98fx_f<,Willa Reuben,wreubenpj@edu.com,Portugal,No,Femenino,Separado legalmente,No,Si,No,0.0
jjankowskipk,gix22A\R2,Juliann Jankowski,jjankowskipk@edu.com,Portugal,No,Femenino,Divorciado,No,Si,No,0.0
vantoszczykpl,yxa38s(C$,Vern Antoszczyk,vantoszczykpl@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
ccazereaupm,hmt05S,Cherilynn Cazereau,ccazereaupm@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mdiamantpn,tba67A6#,Munroe Diamant,mdiamantpn@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
mapplegarthpo,vvn71,Mariel Applegarth,mapplegarthpo@edu.com,Portugal,No,Femenino,Divorciado,No,No,No,3.0
gbunkerpp,qwp87?9/,Goldarina Bunker,gbunkerpp@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
rparkinpq,wjs44,Ransell Parkin,rparkinpq@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
pbirkinshawpr,hlf35oy,Pincus Birkinshaw,pbirkinshawpr@edu.com,Portugal,No,Femenino,Casado,Si,No,No,3.0
cnoyesps,zww93=,Calv Noyes,cnoyesps@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,6.0
telingtonpt,poq83,Tannie Elington,telingtonpt@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,6.0
bstubbepu,cgq64,Burton Stubbe,bstubbepu@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,6.0
mcattinipv,pjw541*,Mikey Cattini,mcattinipv@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,6.0
haleksashinpw,ngg89T5YW,Horton Aleksashin,haleksashinpw@edu.com,Portugal,No,Femenino,Casado,No,No,No,3.0
jchilcottpx,gir66aQR,Jeremie Chilcott,jchilcottpx@edu.com,Portugal,No,Femenino,Casado,No,No,Si,3.0
eteasepy,qyr09,Elysia Tease,eteasepy@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
astallenpz,txg44eQJl,Annissa Stallen,astallenpz@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
bmcq0,uza60,Brannon Mc Mechan,bmcq0@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
dheistermannq1,wrv60q,Drusilla Heistermann,dheistermannq1@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
swedlakeq2,yll79Evx,Saunders Wedlake,swedlakeq2@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dmurphyq3,gzz350KH5,Dolly Murphy,dmurphyq3@edu.com,Portugal,No,Femenino,Divorciado,No,No,No,0.0
mbolderoq4,kpf543Tx6,Maryellen Boldero,mbolderoq4@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ssharpleyq5,fqh54tt|,Simon Sharpley,ssharpleyq5@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
bbirdwhistleq6,kmz87SJn)f,Brantley Birdwhistle,bbirdwhistleq6@edu.com,Portugal,No,Femenino,Casado,No,No,Si,0.0
clewzeyq7,mie25Ch,Candi Lewzey,clewzeyq7@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
itrenholmq8,lzx89Ps,Isabelle Trenholm,itrenholmq8@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
jbirkbeckq9,pqx76,Jaquenette Birkbeck,jbirkbeckq9@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
cunthankqa,sqy53,Christi Unthank,cunthankqa@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,0.0
hwindqb,uhs51D}H,Holmes Wind,hwindqb@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
cbullerqc,mlg54R.Y<,Celestyn Buller,cbullerqc@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
spenniellqd,jif442,Sorcha Penniell,spenniellqd@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
hcolledgeqe,rlg10sX0}+,Hamilton Colledge,hcolledgeqe@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
jcrinkleyqf,cki36fdwL,Judah Crinkley,jcrinkleyqf@edu.com,Portugal,No,Masculino,Casado,Si,No,No,0.0
hslatcherqg,fni38}1=+X,Harold Slatcher,hslatcherqg@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
jpuckettqh,ifm56z<mI,Jerrilee Puckett,jpuckettqh@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
obroekqi,mfs28PjpQ>,Ogdon Broek,obroekqi@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
esindallqj,owf78mij(,Elianora Sindall,esindallqj@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
cgowansonqk,rmc53,Cyrille Gowanson,cgowansonqk@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,0.0
ccorryql,mya31U_!,Christiano Corry,ccorryql@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
asangwineqm,dpm42(%&8,Andra Sangwine,asangwineqm@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
nbuggqn,npc26,Norma Bugg,nbuggqn@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
rhamonqo,fwl51,Roseanne Hamon,rhamonqo@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
epargeterqp,ujp03N,Eugine Pargeter,epargeterqp@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
wputmanqq,eii04DJe,Wesley Putman,wputmanqq@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
nclausenthueqr,pzu92,Nickolai Clausen-Thue,nclausenthueqr@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
btearleqs,zrw83C,Billie Tearle,btearleqs@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,9.0
jsoarsqt,bly38Y,Joell Soars,jsoarsqt@edu.com,Portugal,No,Masculino,Soltero,No,No,No,9.0
nlideardqu,joh67,Nehemiah Lideard,nlideardqu@edu.com,Portugal,No,Masculino,Casado,No,No,No,9.0
larneckeqv,ifr28lyF},Lily Arnecke,larneckeqv@edu.com,Portugal,No,Masculino,Soltero,No,No,No,9.0
gplumridgeqw,pod66,Garrek Plumridge,gplumridgeqw@edu.com,Portugal,No,Masculino,Casado,No,No,Si,0.0
ldellaqx,xlz32i<,Leonelle Della,ldellaqx@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
mwanjekqy,ztd21KB,Mycah Wanjek,mwanjekqy@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
hkincaidqz,yki41k,Herold Kincaid,hkincaidqz@edu.com,Portugal,No,Masculino,Divorciado,No,No,Si,0.0
beddiesr0,ruf83,Berna Eddies,beddiesr0@edu.com,Portugal,No,Masculino,Casado,No,No,No,3.0
jmarkhamr1,ytr65m*k9V,Jeth Markham,jmarkhamr1@edu.com,Portugal,No,Masculino,Casado,No,No,No,3.0
seagarr2,ggd21_,Sigrid Eagar,seagarr2@edu.com,Portugal,No,Masculino,Casado,No,No,No,3.0
owannr3,sit18?sa,Obie Wann,owannr3@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,3.0
hslaffordr4,yqx38Pu*e,Hernando Slafford,hslaffordr4@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,4.0
bcornesr5,ecr63K,Bruno Cornes,bcornesr5@edu.com,Portugal,No,Masculino,Casado,No,Si,No,4.0
eivashintsovr6,idc17<,Elsey Ivashintsov,eivashintsovr6@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,4.0
dattyeor7,lug03,Dorolice Attyeo,dattyeor7@edu.com,Portugal,No,Masculino,Soltero,No,No,No,4.0
mstoaksr8,aev96%2,Mariam Stoaks,mstoaksr8@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
seouzanr9,fdv33N,Svend Eouzan,seouzanr9@edu.com,Portugal,No,Masculino,Casado,No,Si,No,0.0
icomerfordra,qgd86,Inez Comerford,icomerfordra@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
tpynnrb,ays59Ux7p,Tadeas Pynn,tpynnrb@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
fcreborc,vbz77U,Francois Crebo,fcreborc@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
rburderrd,don42*eu,Reagen Burder,rburderrd@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
ceagletonre,wln31$2C,Catha Eagleton,ceagletonre@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
pcristourf,tpt26\!9,Petra Cristou,pcristourf@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
khogbournerg,ore56,Kizzie Hogbourne,khogbournerg@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
jbamlingrh,zvc84d|,Jessalin Bamling,jbamlingrh@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,3.0
lvonderdellri,syk46P,Liane Vonderdell,lvonderdellri@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
dandrysiakrj,wcw92I,Dell Andrysiak,dandrysiakrj@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
bsilverrk,jgj16YvK?d,Bee Silver,bsilverrk@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
rsantorirl,uyw026dmk3,Robbert Santori,rsantorirl@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
csommerlandrm,wsm06,Colene Sommerland,csommerlandrm@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
ahalsorn,tey55X$,Amie Halso,ahalsorn@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
kfarrearro,tho37D,Korry Farrear,kfarrearro@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
emougelrp,smw43Ax8,Edyth Mougel,emougelrp@edu.com,España,No,Femenino,Soltero,No,No,Si,0.0
madderleyrq,jkw51xx,Melessa Adderley,madderleyrq@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bpepyerr,lpu27?,Barnebas Pepye,bpepyerr@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dsemon0,vL1Im!G0p$PrP5,Demetris Semon,dsemon0@edu.com,Portugal,Si,Femenino,Soltero,No,No,No,0.0
arotham1,iN8ZAStUeM{wI,Ashien Rotham,arotham1@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
hshanklin2,hP22C1ZZ={l!,Hector Shanklin,hshanklin2@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
kgatus3,eN8Key#KfY6$|.TQ,Kristen Gatus,kgatus3@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
skerrey4,dV4VQHMVkpa?xg,Spencer Kerrey,skerrey4@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
npues5,cU18Z~/cgU,Nikaniki Pues,npues5@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
escholte6,yV28MXZbw4H.a,Elston Scholte,escholte6@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
gpattrick7,yO5UI@C\qlX{vX,Goraud Pattrick,gpattrick7@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dmoat8,fC6!\9O#aV8,Darn Moat,dmoat8@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
wcossom9,cR3hku3he{#@,Whitaker Cossom,wcossom9@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dcathiea,kS2Z+fFt.7LwVh,Dyann Cathie,dcathiea@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
glangmuirb,nD57z4kOKC|m=,Gusti Langmuir,glangmuirb@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
fstalmanc,rZ8+Yp%CcOaBu,Filide Stalman,fstalmanc@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
fmaccurlyed,tX6FTE(d)wW,Fransisco MacCurlye,fmaccurlyed@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
lemanulssone,tH0liFm|2u,Lea Emanulsson,lemanulssone@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
ucutfordf,uY6qlRHEQD,Urson Cutford,ucutfordf@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
blathleiffureg,pS8f8wvA>{X,Berthe Lathleiffure,blathleiffureg@edu.com,Portugal,No,Femenino,Soltero,Si,Si,Si,0.0
tmartlewh,jI3f)0(r\.}r,Tiffie Martlew,tmartlewh@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
vquigleyi,rH7Viz.Z!fM)RIz,Viole Quigley,vquigleyi@edu.com,Portugal,Si,Femenino,Soltero,Si,Si,Si,0.0
lsalackj,cK99Mu.5,Lexy Salack,lsalackj@edu.com,Portugal,No,Femenino,Soltero,Si,Si,Si,0.0
nchazelask,eV4W_iMc,Nixie Chazelas,nchazelask@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
kduttl,rH6#!YRU,King Dutt,kduttl@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ajesselm,dJ7RV4OLTg5K,Allard Jessel,ajesselm@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
gknollesgreenn,dH8u(.x8@,Grant Knolles-Green,gknollesgreenn@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
btolemano,tA5b_v$P)F$,Beck Toleman,btolemano@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
rvoasep,qE7Iq8Iud)v=2y_u,Ringo Voase,rvoasep@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
tgreenfieldq,aZ2G1Gq\w,Torin Greenfield,tgreenfieldq@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
scordeaur,cE3mjM@/nv,Selena Cordeau],scordeaur@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
tdownhams,vD10V\$3bG/l,Tabby Downham,tdownhams@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bcroysdalet,oC6s.(CQp,Bradney Croysdale,bcroysdalet@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
gurienu,tU7>23|%N1u7e8BI,Geraldine Urien,gurienu@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
mgioaniv,wO24R.n#3o\@,Marshall Gioani,mgioaniv@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
lmahadyw,pB941?JNDnT}+r,Levin Mahady,lmahadyw@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
idemougeotx,xI6QLAuF,Ingaborg Demougeot,idemougeotx@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
rforbeary,aI2m=g8XMB,Ronnie Forbear,rforbeary@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
jjosefsonz,aO6zz~VzhV&z3<,Jocelyn Josefson,jjosefsonz@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
dduffyn10,iL0O>2=R%~,Doll Duffyn,dduffyn10@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
lbarford11,cE2Bro(7ZKO~<h,Linn Barford,lbarford11@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
pschistl12,rY8A0P?./F%,Peyter Schistl,pschistl12@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
iswynley13,iL9h3Vy,Irena Swynley,iswynley13@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
fkipling14,cT6@qA<EMV(,Frederica Kipling,fkipling14@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
cjerdon15,nR1_<AzmpY$,Cynde Jerdon,cjerdon15@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
jvicary16,tP0PD}*qW{C,Jasmin Vicary,jvicary16@edu.com,Portugal,No,Femenino,Divorciado,No,No,No,3.0
ddimanche17,jT3LA=e(QT,Derrek Dimanche,ddimanche17@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
amcquirter18,yJ02RUt|Z9h+*{7,Annetta McQuirter,amcquirter18@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
jgages19,hU9@bvu,Jana Gages,jgages19@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
ntownend1a,oZ3ro5}p+qd2,Neville Townend,ntownend1a@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ifarra1b,bO0fGvY$Y5,Izabel Farra,ifarra1b@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
pclunan1c,eG6GAuS9j#0t,Padget Clunan,pclunan1c@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
cbarstock1d,uP8$YaaY4EK0r4,Cobby Barstock,cbarstock1d@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
jwitchard1e,yL8EKd1Do,Jessica Witchard,jwitchard1e@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
ffennick1f,sW1/y3>Gf/,Fianna Fennick,ffennick1f@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
khaugg1g,vX9qVo,Kristian Haugg,khaugg1g@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ebarff1h,uB4?&xG*r,Elizabet Barff,ebarff1h@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
tdelmage1i,qO6_M))stlQu9dH,Tory Delmage,tdelmage1i@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
mle1j,oR9%y~hU,Micheil Le Maitre,mle1j@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
tmacilhench1k,zO5%L*ow668i.U,Trixie Macilhench,tmacilhench1k@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
rmathison1l,rZ2mKzH?f@c1,Randi Mathison,rmathison1l@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
clogsdail1m,aA3h5LM#,Cello Logsdail,clogsdail1m@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
rcrippin1n,yV0NKxd{DM9,Raynell Crippin,rcrippin1n@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
cquene1o,cQ23I~Ee*=svp,Charmine Quene,cquene1o@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
vgrono1p,yN0#5kk,Vikki Grono,vgrono1p@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
gbonafacino1q,sW0oqt{v%,Gilbertine Bonafacino,gbonafacino1q@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
srawles1r,uS0dn+_LhxSw8k,Sebastian Rawles,srawles1r@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
sbyk1s,pV2ak{4,Selma Byk,sbyk1s@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
tclemendet1t,eJ6\tvxnB5#(Tecl,Trip Clemendet,tclemendet1t@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
ehackett1u,xQ6|1l6xx+4N.,Ebeneser Hackett,ehackett1u@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
bdavys1v,pU6KfD2P),Beckie Davys,bdavys1v@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
glattie1w,qY9F1o!aolB\,Guido Lattie,glattie1w@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
csmitheram1x,sE9hn(Gqn&s,Caesar Smitheram,csmitheram1x@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dswannack1y,wE2tdJN}T|,Diena Swannack,dswannack1y@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
bpowlesland1z,nQ68\q<bz,Boony Powlesland,bpowlesland1z@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
rholttom20,eU4Wy=A{%K_kDJ#,Rhiamon Holttom,rholttom20@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
cpaolinelli21,gI5BjE&Q/s+adU,Cletus Paolinelli,cpaolinelli21@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
mbellenie22,mX3PQG%LLS>RX,Mirabella Bellenie,mbellenie22@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
tdodding23,cQ2Y7pr.djF?@kW,Trista Dodding,tdodding23@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
akelcher24,oD8_)&k|,Ardisj Kelcher,akelcher24@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
dcudiff25,xH67bkGa|n}C,Dyanna Cudiff,dcudiff25@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
bvigurs26,wF6A~>>bTm,Bryce Vigurs,bvigurs26@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,3.0
nhairesnape27,nH5{VytO,Nora Hairesnape,nhairesnape27@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
pkulvear28,mH3.%{bm_!,Portie Kulvear,pkulvear28@edu.com,Portugal,Si,Femenino,Soltero,No,Si,No,0.0
fdrable29,wL1b%eBwB7WpAQ5>,Frannie Drable,fdrable29@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
fmapother2a,vD2O?d&z,Faina Mapother,fmapother2a@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
kspeerman2b,sA3Ay(Te\yWigv,Keelia Speerman,kspeerman2b@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
dharrowing2c,uD9?0Q}_ie7v,Druci Harrowing,dharrowing2c@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
gclemitt2d,gZ9qkyo+s@e,Granger Clemitt,gclemitt2d@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
lolechnowicz2e,zQ9@y**ZkA|He3V>,Lew Olechnowicz,lolechnowicz2e@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
fthrower2f,dI3Lg|W%,Fred Thrower,fthrower2f@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
abony2g,lB2{|J/vcl#koCt,Alejandra Bony,abony2g@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
egwilt2h,yC1tHS1}zQ>gMOB,Emalia Gwilt,egwilt2h@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
tpieroni2i,rK8x(r|ZE!4!,Tomasina Pieroni,tpieroni2i@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
nminker2j,uD6NFAftF*H,Nathalia Minker,nminker2j@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
lmaud2k,wL8Raa=@F,Lenka Maud,lmaud2k@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
pguidetti2l,uJ5GmpJ9M?L3,Peta Guidetti,pguidetti2l@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
klempke2m,kI7@g<SLVW0uW=,Krysta Lempke,klempke2m@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
cculley2n,zN8)gr3Y#ao,Carlynn Culley,cculley2n@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,3.0
edungate2o,qD70_V9oiTDMz6p6,Evangelina Dungate,edungate2o@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
kcullity2p,wY4=Ky&.HY3,Krishna Cullity,kcullity2p@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
baylwin2q,mS52sZv9X*6R}+}/,Bobinette Aylwin,baylwin2q@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
sbrereton2r,kB9&yZt4&}/9<,Serene Brereton,sbrereton2r@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
bwyer2s,iQ28W.t|98Lm(&(,Bryna Wyer,bwyer2s@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
gcaughtry2t,hS5d!EfH,Gloria Caughtry,gcaughtry2t@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
kreinisch2u,yT0tc<O|m$,Kimberley Reinisch,kreinisch2u@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bwalford2v,uY5m.wKod,Beltran Walford,bwalford2v@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
ltaylor2w,xR87/piC88prKF,Laverne Taylor,ltaylor2w@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
dbrixey2x,rD5sPNUg\W9o,Devon Brixey,dbrixey2x@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
kbroadhead2y,eV7+_!E5tOzUa,Karlotta Broadhead,kbroadhead2y@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
glyard2z,rN4}}t<B9,Gracia Lyard,glyard2z@edu.com,Portugal,No,Femenino,Soltero,Si,Si,Si,3.0
gcornhill30,wL6Dg/}f|,Gasparo cornhill,gcornhill30@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
mrantoull31,aE9vZs@nw=Om=r,Milzie Rantoull,mrantoull31@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
btopp32,eA1jvi42j#?}uWJ0,Bryan Topp,btopp32@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
cdevanny33,cN3Gagh4x,Colleen Devanny,cdevanny33@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
hquincey34,wO3p6H)\_Sl&h,Homer Quincey,hquincey34@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
amcdonnell35,lG7V2q}=mxR,Arlana McDonnell,amcdonnell35@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
jmateuszczyk36,zK3U$\pW,Justinn Mateuszczyk,jmateuszczyk36@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
tappleyard37,sI7KDD@ip+Uq,Tedmund Appleyard,tappleyard37@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
flackie38,aY2MK+Iw9Sw,Franklin Lackie,flackie38@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
isomerled39,tF42Sr?,Isahella Somerled,isomerled39@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
rmcilveen3a,yR9mI~N77,Rubi McIlveen,rmcilveen3a@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
lsavil3b,hD665eNC9xKt,Louise Savil,lsavil3b@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,4.0
hstrut3c,iA09b?MX?x,Hirsch Strut,hstrut3c@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
rheymann3d,lX2myda},Rourke Heymann,rheymann3d@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
tcaplin3e,rT5rLM~XK2LFADvP,Terri Caplin,tcaplin3e@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
