nombreCurso,grupo,profesor,correoProfesor,nombreEstudiante,correoEstudiante,nota,periodo
Ingles 3,1,Suzette Paley,spaley0@edu.com,Pincus Birkinshaw,pbirkinshawpr@edu.com,4.4,2022-1
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Calv Noyes,cnoyesps@edu.com,5.0,2022-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Tannie Elington,telingtonpt@edu.com,5.0,2022-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Burton Stubbe,bstubbepu@edu.com,5.0,2022-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Mikey Cattini,mcattinipv@edu.com,5.0,2022-3
Ingles 4,2,Tanitansy Dwine,tdwine20@edu.com,Horton Aleksashin,haleksashinpw@edu.com,4.8,2021-1
Ingles 4,2,Tanitansy Dwine,tdwine20@edu.com,Jeremie Chilcott,jchilcottpx@edu.com,4.8,2021-1
Ingles 4,2,Tanitansy Dwine,tdwine20@edu.com,Elysia Tease,eteasepy@edu.com,4.8,2021-1
Ingles 4,2,Tanitansy Dwine,tdwine20@edu.com,Annissa Stallen,astallenpz@edu.com,4.8,2021-1
Redes e Infraestructura,3,Elaina Baumler,ebaumler9@edu.com,Brannon Mc Mechan,bmcq0@edu.com,0.6,2023-3
Redes e Infraestructura,3,Elaina Baumler,ebaumler9@edu.com,Drusilla Heistermann,dheistermannq1@edu.com,0.6,2023-3
Redes e Infraestructura,3,Elaina Baumler,ebaumler9@edu.com,Saunders Wedlake,swedlakeq2@edu.com,0.6,2023-3
Redes e Infraestructura,3,Elaina Baumler,ebaumler9@edu.com,Dolly Murphy,dmurphyq3@edu.com,0.6,2023-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Maryellen Boldero,mbolderoq4@edu.com,1.9,2022-1
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Simon Sharpley,ssharpleyq5@edu.com,1.9,2022-1
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Brantley Birdwhistle,bbirdwhistleq6@edu.com,1.9,2022-1
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Candi Lewzey,clewzeyq7@edu.com,1.9,2022-1
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Isabelle Trenholm,itrenholmq8@edu.com,3.0,2022-1
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Jaquenette Birkbeck,jbirkbeckq9@edu.com,3.0,2022-1
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Christi Unthank,cunthankqa@edu.com,3.0,2022-1
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Holmes Wind,hwindqb@edu.com,3.0,2022-1
Formacion Ciudadana III: Paz y Convivencia,2,Welbie Mc Harg,wmc10@edu.com,Celestyn Buller,cbullerqc@edu.com,0.9,2021-3
Formacion Ciudadana III: Paz y Convivencia,2,Welbie Mc Harg,wmc10@edu.com,Sorcha Penniell,spenniellqd@edu.com,0.9,2021-3
Formacion Ciudadana III: Paz y Convivencia,2,Welbie Mc Harg,wmc10@edu.com,Hamilton Colledge,hcolledgeqe@edu.com,0.9,2021-3
Formacion Ciudadana III: Paz y Convivencia,2,Welbie Mc Harg,wmc10@edu.com,Judah Crinkley,jcrinkleyqf@edu.com,0.9,2021-3
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Harold Slatcher,hslatcherqg@edu.com,0.2,2023-3
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Jerrilee Puckett,jpuckettqh@edu.com,0.2,2023-3
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Ogdon Broek,obroekqi@edu.com,0.2,2023-3
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Elianora Sindall,esindallqj@edu.com,0.2,2023-3
Programacion,3,Mary Birtonshaw,mbirtonshaw14@edu.com,Cyrille Gowanson,cgowansonqk@edu.com,0.4,2022-3
Programacion,3,Mary Birtonshaw,mbirtonshaw14@edu.com,Christiano Corry,ccorryql@edu.com,0.4,2022-3
Programacion,3,Mary Birtonshaw,mbirtonshaw14@edu.com,Andra Sangwine,asangwineqm@edu.com,0.4,2022-3
Programacion,3,Mary Birtonshaw,mbirtonshaw14@edu.com,Norma Bugg,nbuggqn@edu.com,0.4,2022-3
Innovacion y Emprendimiento,2,Nonna Nutton,nnutton24@edu.com,Roseanne Hamon,rhamonqo@edu.com,2.4,2021-3
Innovacion y Emprendimiento,2,Nonna Nutton,nnutton24@edu.com,Eugine Pargeter,epargeterqp@edu.com,2.4,2021-3
Innovacion y Emprendimiento,2,Nonna Nutton,nnutton24@edu.com,Wesley Putman,wputmanqq@edu.com,2.4,2021-3
Innovacion y Emprendimiento,2,Nonna Nutton,nnutton24@edu.com,Nickolai Clausen-Thue,nclausenthueqr@edu.com,2.4,2021-3
Inteligencia Artificial,2,Korry Meckiff,kmeckiff32@edu.com,Billie Tearle,btearleqs@edu.com,4.1,2022-1
Inteligencia Artificial,2,Korry Meckiff,kmeckiff32@edu.com,Joell Soars,jsoarsqt@edu.com,4.1,2022-1
Inteligencia Artificial,2,Korry Meckiff,kmeckiff32@edu.com,Nehemiah Lideard,nlideardqu@edu.com,4.1,2022-1
Inteligencia Artificial,2,Korry Meckiff,kmeckiff32@edu.com,Lily Arnecke,larneckeqv@edu.com,4.1,2022-1
Electiva Profesional 3,2,Franky Ferrant,fferrant2d@edu.com,Garrek Plumridge,gplumridgeqw@edu.com,2.5,2022-3
Electiva Profesional 3,2,Franky Ferrant,fferrant2d@edu.com,Leonelle Della,ldellaqx@edu.com,2.5,2022-3
Electiva Profesional 3,2,Franky Ferrant,fferrant2d@edu.com,Mycah Wanjek,mwanjekqy@edu.com,2.5,2022-3
Electiva Profesional 3,2,Franky Ferrant,fferrant2d@edu.com,Herold Kincaid,hkincaidqz@edu.com,2.5,2022-3
Logica y Matematica Discreta,3,Wandis Woodruffe,wwoodruffe59@edu.com,Berna Eddies,beddiesr0@edu.com,3.4,2022-1
Logica y Matematica Discreta,3,Wandis Woodruffe,wwoodruffe59@edu.com,Jeth Markham,jmarkhamr1@edu.com,3.4,2022-1
Logica y Matematica Discreta,3,Wandis Woodruffe,wwoodruffe59@edu.com,Sigrid Eagar,seagarr2@edu.com,3.4,2022-1
Logica y Matematica Discreta,3,Wandis Woodruffe,wwoodruffe59@edu.com,Obie Wann,owannr3@edu.com,3.4,2022-1
Calculo 2,2,Tanitansy Dwine,tdwine20@edu.com,Hernando Slafford,hslaffordr4@edu.com,4.3,2023-3
Calculo 2,2,Tanitansy Dwine,tdwine20@edu.com,Bruno Cornes,bcornesr5@edu.com,4.3,2023-3
Calculo 2,2,Tanitansy Dwine,tdwine20@edu.com,Elsey Ivashintsov,eivashintsovr6@edu.com,4.3,2023-3
Calculo 2,2,Tanitansy Dwine,tdwine20@edu.com,Dorolice Attyeo,dattyeor7@edu.com,4.3,2023-3
Calculo 2,1,Ginger Goomes,ggoomes3n@edu.com,Mariam Stoaks,mstoaksr8@edu.com,2.1,2023-1
Calculo 2,1,Ginger Goomes,ggoomes3n@edu.com,Svend Eouzan,seouzanr9@edu.com,2.1,2023-1
Calculo 2,1,Ginger Goomes,ggoomes3n@edu.com,Inez Comerford,icomerfordra@edu.com,2.1,2023-1
Calculo 2,1,Ginger Goomes,ggoomes3n@edu.com,Tadeas Pynn,tpynnrb@edu.com,2.1,2023-1
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Francois Crebo,fcreborc@edu.com,2.3,2023-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Reagen Burder,rburderrd@edu.com,2.3,2023-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Catha Eagleton,ceagletonre@edu.com,2.3,2023-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Petra Cristou,pcristourf@edu.com,2.3,2023-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Kizzie Hogbourne,khogbournerg@edu.com,4.2,2021-1
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Jessalin Bamling,jbamlingrh@edu.com,4.2,2021-1
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Liane Vonderdell,lvonderdellri@edu.com,4.2,2021-1
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Dell Andrysiak,dandrysiakrj@edu.com,4.2,2021-1
Electiva de Lectura y Escritura,3,Claudian Plews,cplews4l@edu.com,Bee Silver,bsilverrk@edu.com,1.9,2023-1
Electiva de Lectura y Escritura,3,Claudian Plews,cplews4l@edu.com,Robbert Santori,rsantorirl@edu.com,1.9,2023-1
Electiva de Lectura y Escritura,3,Claudian Plews,cplews4l@edu.com,Colene Sommerland,csommerlandrm@edu.com,1.9,2023-1
Electiva de Lectura y Escritura,3,Claudian Plews,cplews4l@edu.com,Amie Halso,ahalsorn@edu.com,1.9,2023-1
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Korry Farrear,kfarrearro@edu.com,2.2,2022-1
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Edyth Mougel,emougelrp@edu.com,2.2,2022-1
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Melessa Adderley,madderleyrq@edu.com,2.2,2022-1
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Barnebas Pepye,bpepyerr@edu.com,2.2,2022-1
Inteligencia Artificial,1,Nolie Antonsson,nantonsson2a@edu.com,Demetris Semon,dsemon0@edu.com,0.5,2021-3
Inteligencia Artificial,1,Nolie Antonsson,nantonsson2a@edu.com,Ashien Rotham,arotham1@edu.com,0.5,2021-3
Inteligencia Artificial,1,Nolie Antonsson,nantonsson2a@edu.com,Hector Shanklin,hshanklin2@edu.com,0.5,2021-3
Inteligencia Artificial,1,Nolie Antonsson,nantonsson2a@edu.com,Kristen Gatus,kgatus3@edu.com,0.5,2021-3
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Spencer Kerrey,skerrey4@edu.com,2.6,2021-1
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Nikaniki Pues,npues5@edu.com,2.6,2021-1
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Elston Scholte,escholte6@edu.com,2.6,2021-1
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Goraud Pattrick,gpattrick7@edu.com,2.6,2021-1
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Darn Moat,dmoat8@edu.com,2.5,2023-3
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Whitaker Cossom,wcossom9@edu.com,2.5,2023-3
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Dyann Cathie,dcathiea@edu.com,2.5,2023-3
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Gusti Langmuir,glangmuirb@edu.com,2.5,2023-3
Electiva Profesional 1,3,Obediah Worland,oworland2g@edu.com,Filide Stalman,fstalmanc@edu.com,2.4,2022-3
Electiva Profesional 1,3,Obediah Worland,oworland2g@edu.com,Fransisco MacCurlye,fmaccurlyed@edu.com,2.4,2022-3
Electiva Profesional 1,3,Obediah Worland,oworland2g@edu.com,Lea Emanulsson,lemanulssone@edu.com,2.4,2022-3
Electiva Profesional 1,3,Obediah Worland,oworland2g@edu.com,Urson Cutford,ucutfordf@edu.com,2.4,2022-3
Electiva Profesional 3,3,Juan Asipenko,jasipenko44@edu.com,Berthe Lathleiffure,blathleiffureg@edu.com,0.4,2023-1
Electiva Profesional 3,3,Juan Asipenko,jasipenko44@edu.com,Tiffie Martlew,tmartlewh@edu.com,0.4,2023-1
Electiva Profesional 3,3,Juan Asipenko,jasipenko44@edu.com,Viole Quigley,vquigleyi@edu.com,0.4,2023-1
Electiva Profesional 3,3,Juan Asipenko,jasipenko44@edu.com,Lexy Salack,lsalackj@edu.com,0.4,2023-1
Transformacion y Carga),2,Rebekah Huett,rhuett2m@edu.com,Nixie Chazelas,nchazelask@edu.com,2.9,2021-3
Transformacion y Carga),2,Rebekah Huett,rhuett2m@edu.com,King Dutt,kduttl@edu.com,2.9,2021-3
Transformacion y Carga),2,Rebekah Huett,rhuett2m@edu.com,Allard Jessel,ajesselm@edu.com,2.9,2021-3
Transformacion y Carga),2,Rebekah Huett,rhuett2m@edu.com,Grant Knolles-Green,gknollesgreenn@edu.com,2.9,2021-3
Electiva de  Ciencias Sociales,3,Bridgette O' Hanvey,bo4c@edu.com,Beck Toleman,btolemano@edu.com,1.0,2023-3
Electiva de  Ciencias Sociales,3,Bridgette O' Hanvey,bo4c@edu.com,Ringo Voase,rvoasep@edu.com,1.0,2023-3
Electiva de  Ciencias Sociales,3,Bridgette O' Hanvey,bo4c@edu.com,Torin Greenfield,tgreenfieldq@edu.com,1.0,2023-3
Electiva de  Ciencias Sociales,3,Bridgette O' Hanvey,bo4c@edu.com,Selena Cordeau],scordeaur@edu.com,1.0,2023-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Tabby Downham,tdownhams@edu.com,3.0,2022-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Bradney Croysdale,bcroysdalet@edu.com,3.0,2022-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Geraldine Urien,gurienu@edu.com,3.0,2022-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Marshall Gioani,mgioaniv@edu.com,3.0,2022-3
Sistemas Operativos,1,Albina Tiffin,atiffin4i@edu.com,Levin Mahady,lmahadyw@edu.com,4.7,2021-1
Sistemas Operativos,1,Albina Tiffin,atiffin4i@edu.com,Ingaborg Demougeot,idemougeotx@edu.com,4.7,2021-1
Sistemas Operativos,1,Albina Tiffin,atiffin4i@edu.com,Ronnie Forbear,rforbeary@edu.com,4.7,2021-1
Sistemas Operativos,1,Albina Tiffin,atiffin4i@edu.com,Jocelyn Josefson,jjosefsonz@edu.com,4.7,2021-1
Formacion Ciudadana II: Sociedad y Estado,2,Zenia Youle,zyoule52@edu.com,Doll Duffyn,dduffyn10@edu.com,2.1,2023-1
Formacion Ciudadana II: Sociedad y Estado,2,Zenia Youle,zyoule52@edu.com,Linn Barford,lbarford11@edu.com,2.1,2023-1
Formacion Ciudadana II: Sociedad y Estado,2,Zenia Youle,zyoule52@edu.com,Peyter Schistl,pschistl12@edu.com,2.1,2023-1
Formacion Ciudadana II: Sociedad y Estado,2,Zenia Youle,zyoule52@edu.com,Irena Swynley,iswynley13@edu.com,2.1,2023-1
Ingles 2,3,Tabby Odby,todby11@edu.com,Frederica Kipling,fkipling14@edu.com,3.6,2023-1
Ingles 2,3,Tabby Odby,todby11@edu.com,Cynde Jerdon,cjerdon15@edu.com,3.6,2023-1
Ingles 2,3,Tabby Odby,todby11@edu.com,Jasmin Vicary,jvicary16@edu.com,3.6,2023-1
Ingles 2,3,Tabby Odby,todby11@edu.com,Derrek Dimanche,ddimanche17@edu.com,3.6,2023-1
Analitica de Datos,1,Rick O' Hern,ro2v@edu.com,Annetta McQuirter,amcquirter18@edu.com,0.3,2023-1
Analitica de Datos,1,Rick O' Hern,ro2v@edu.com,Jana Gages,jgages19@edu.com,0.3,2023-1
Analitica de Datos,1,Rick O' Hern,ro2v@edu.com,Neville Townend,ntownend1a@edu.com,0.3,2023-1
Analitica de Datos,1,Rick O' Hern,ro2v@edu.com,Izabel Farra,ifarra1b@edu.com,0.3,2023-1
Sistemas Operativos,2,Falkner Brettell,fbrettell3@edu.com,Padget Clunan,pclunan1c@edu.com,2.3,2023-1
Sistemas Operativos,2,Falkner Brettell,fbrettell3@edu.com,Cobby Barstock,cbarstock1d@edu.com,2.3,2023-1
Sistemas Operativos,2,Falkner Brettell,fbrettell3@edu.com,Jessica Witchard,jwitchard1e@edu.com,2.3,2023-1
Sistemas Operativos,2,Falkner Brettell,fbrettell3@edu.com,Fianna Fennick,ffennick1f@edu.com,2.3,2023-1
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Kristian Haugg,khaugg1g@edu.com,0.2,2022-1
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Elizabet Barff,ebarff1h@edu.com,0.2,2022-1
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Tory Delmage,tdelmage1i@edu.com,0.2,2022-1
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Micheil Le Maitre,mle1j@edu.com,0.2,2022-1
Electiva Profesional 1,2,Tabitha Edgcombe,tedgcombee@edu.com,Trixie Macilhench,tmacilhench1k@edu.com,2.6,2021-1
Electiva Profesional 1,2,Tabitha Edgcombe,tedgcombee@edu.com,Randi Mathison,rmathison1l@edu.com,2.6,2021-1
Electiva Profesional 1,2,Tabitha Edgcombe,tedgcombee@edu.com,Cello Logsdail,clogsdail1m@edu.com,2.6,2021-1
Electiva Profesional 1,2,Tabitha Edgcombe,tedgcombee@edu.com,Raynell Crippin,rcrippin1n@edu.com,2.6,2021-1
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Charmine Quene,cquene1o@edu.com,1.3,2021-1
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Vikki Grono,vgrono1p@edu.com,1.3,2021-1
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Gilbertine Bonafacino,gbonafacino1q@edu.com,1.3,2021-1
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Sebastian Rawles,srawles1r@edu.com,1.3,2021-1
Almacenamiento de datos,2,Korry Meckiff,kmeckiff32@edu.com,Selma Byk,sbyk1s@edu.com,1.1,2022-3
Almacenamiento de datos,2,Korry Meckiff,kmeckiff32@edu.com,Trip Clemendet,tclemendet1t@edu.com,1.1,2022-3
Almacenamiento de datos,2,Korry Meckiff,kmeckiff32@edu.com,Ebeneser Hackett,ehackett1u@edu.com,1.1,2022-3
Almacenamiento de datos,2,Korry Meckiff,kmeckiff32@edu.com,Beckie Davys,bdavys1v@edu.com,1.1,2022-3
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Guido Lattie,glattie1w@edu.com,2.3,2021-3
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Caesar Smitheram,csmitheram1x@edu.com,2.3,2021-3
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Diena Swannack,dswannack1y@edu.com,2.3,2021-3
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Boony Powlesland,bpowlesland1z@edu.com,2.3,2021-3
Seminario de Ing. de Datos e IA,1,Clem Branni,cbrannib@edu.com,Rhiamon Holttom,rholttom20@edu.com,2.3,2022-3
Seminario de Ing. de Datos e IA,1,Clem Branni,cbrannib@edu.com,Cletus Paolinelli,cpaolinelli21@edu.com,2.3,2022-3
Seminario de Ing. de Datos e IA,1,Clem Branni,cbrannib@edu.com,Mirabella Bellenie,mbellenie22@edu.com,2.3,2022-3
Seminario de Ing. de Datos e IA,1,Clem Branni,cbrannib@edu.com,Trista Dodding,tdodding23@edu.com,2.3,2022-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Ardisj Kelcher,akelcher24@edu.com,4.6,2023-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Dyanna Cudiff,dcudiff25@edu.com,4.6,2023-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Bryce Vigurs,bvigurs26@edu.com,4.6,2023-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Nora Hairesnape,nhairesnape27@edu.com,4.6,2023-3
Estadistica y Probabilidad I,3,Tabby Odby,todby11@edu.com,Portie Kulvear,pkulvear28@edu.com,1.6,2022-3
Estadistica y Probabilidad I,3,Tabby Odby,todby11@edu.com,Frannie Drable,fdrable29@edu.com,1.6,2022-3
Estadistica y Probabilidad I,3,Tabby Odby,todby11@edu.com,Faina Mapother,fmapother2a@edu.com,1.6,2022-3
Estadistica y Probabilidad I,3,Tabby Odby,todby11@edu.com,Keelia Speerman,kspeerman2b@edu.com,1.6,2022-3
Ingles 3,1,Suzette Paley,spaley0@edu.com,Druci Harrowing,dharrowing2c@edu.com,2.0,2023-3
Ingles 3,1,Suzette Paley,spaley0@edu.com,Granger Clemitt,gclemitt2d@edu.com,2.0,2023-3
Ingles 3,1,Suzette Paley,spaley0@edu.com,Lew Olechnowicz,lolechnowicz2e@edu.com,2.0,2023-3
Ingles 3,1,Suzette Paley,spaley0@edu.com,Fred Thrower,fthrower2f@edu.com,2.0,2023-3
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Alejandra Bony,abony2g@edu.com,3.3,2021-3
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Emalia Gwilt,egwilt2h@edu.com,3.3,2021-3
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Tomasina Pieroni,tpieroni2i@edu.com,3.3,2021-3
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Nathalia Minker,nminker2j@edu.com,3.3,2021-3
Electiva Profesional 2,3,Huntington Fincham,hfinchamc@edu.com,Lenka Maud,lmaud2k@edu.com,4.8,2023-1
Electiva Profesional 2,3,Huntington Fincham,hfinchamc@edu.com,Peta Guidetti,pguidetti2l@edu.com,4.8,2023-1
Electiva Profesional 2,3,Huntington Fincham,hfinchamc@edu.com,Krysta Lempke,klempke2m@edu.com,4.8,2023-1
Electiva Profesional 2,3,Huntington Fincham,hfinchamc@edu.com,Carlynn Culley,cculley2n@edu.com,4.8,2023-1
Ingles 1,3,Garv Forde,gforde53@edu.com,Evangelina Dungate,edungate2o@edu.com,2.2,2022-1
Ingles 1,3,Garv Forde,gforde53@edu.com,Krishna Cullity,kcullity2p@edu.com,2.2,2022-1
Ingles 1,3,Garv Forde,gforde53@edu.com,Bobinette Aylwin,baylwin2q@edu.com,2.2,2022-1
Ingles 1,3,Garv Forde,gforde53@edu.com,Serene Brereton,sbrereton2r@edu.com,2.2,2022-1
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Bryna Wyer,bwyer2s@edu.com,3.1,2021-3
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Gloria Caughtry,gcaughtry2t@edu.com,3.1,2021-3
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Kimberley Reinisch,kreinisch2u@edu.com,3.1,2021-3
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Beltran Walford,bwalford2v@edu.com,3.1,2021-3
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Laverne Taylor,ltaylor2w@edu.com,3.6,2023-1
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Devon Brixey,dbrixey2x@edu.com,3.6,2023-1
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Karlotta Broadhead,kbroadhead2y@edu.com,3.6,2023-1
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Gracia Lyard,glyard2z@edu.com,3.6,2023-1
Seminario de Ing. de Datos e IA,2,Reynold Wolstencroft,rwolstencroft3i@edu.com,Gasparo cornhill,gcornhill30@edu.com,1.5,2023-3
Seminario de Ing. de Datos e IA,2,Reynold Wolstencroft,rwolstencroft3i@edu.com,Milzie Rantoull,mrantoull31@edu.com,1.5,2023-3
Seminario de Ing. de Datos e IA,2,Reynold Wolstencroft,rwolstencroft3i@edu.com,Bryan Topp,btopp32@edu.com,1.5,2023-3
Seminario de Ing. de Datos e IA,2,Reynold Wolstencroft,rwolstencroft3i@edu.com,Colleen Devanny,cdevanny33@edu.com,1.5,2023-3
Inteligencia Artificial,3,Hamlen Bande,hbande31@edu.com,Homer Quincey,hquincey34@edu.com,0.1,2023-1
Inteligencia Artificial,3,Hamlen Bande,hbande31@edu.com,Arlana McDonnell,amcdonnell35@edu.com,0.1,2023-1
Inteligencia Artificial,3,Hamlen Bande,hbande31@edu.com,Justinn Mateuszczyk,jmateuszczyk36@edu.com,0.1,2023-1
Inteligencia Artificial,3,Hamlen Bande,hbande31@edu.com,Tedmund Appleyard,tappleyard37@edu.com,0.1,2023-1
Calculo 2,1,Ginger Goomes,ggoomes3n@edu.com,Franklin Lackie,flackie38@edu.com,4.2,2022-3
Calculo 2,1,Ginger Goomes,ggoomes3n@edu.com,Isahella Somerled,isomerled39@edu.com,4.2,2022-3
Calculo 2,1,Ginger Goomes,ggoomes3n@edu.com,Rubi McIlveen,rmcilveen3a@edu.com,4.2,2022-3
Calculo 2,1,Ginger Goomes,ggoomes3n@edu.com,Louise Savil,lsavil3b@edu.com,4.2,2022-3
Seminario de Ing. de Datos e IA,3,Libby Silveston,lsilvestony@edu.com,Hirsch Strut,hstrut3c@edu.com,3.3,2021-1
Seminario de Ing. de Datos e IA,3,Libby Silveston,lsilvestony@edu.com,Rourke Heymann,rheymann3d@edu.com,3.3,2021-1
Seminario de Ing. de Datos e IA,3,Libby Silveston,lsilvestony@edu.com,Terri Caplin,tcaplin3e@edu.com,3.3,2021-1
Seminario de Ing. de Datos e IA,3,Libby Silveston,lsilvestony@edu.com,Angelle Rookledge,arookledge3f@edu.com,3.3,2021-1
Electiva Profesional 1,3,Obediah Worland,oworland2g@edu.com,Zechariah Olenichev,zolenichev3g@edu.com,0.3,2023-1
Electiva Profesional 1,3,Obediah Worland,oworland2g@edu.com,Ulrikaumeko Virgo,uvirgo3h@edu.com,0.3,2023-1
Electiva Profesional 1,3,Obediah Worland,oworland2g@edu.com,Fitzgerald Faireclough,ffaireclough3i@edu.com,0.3,2023-1
Electiva Profesional 1,3,Obediah Worland,oworland2g@edu.com,Ines Jutson,ijutson3j@edu.com,0.3,2023-1
Electiva de Lectura y Escritura,2,Edith Foro,eforox@edu.com,Tildy Rudham,trudham3k@edu.com,1.0,2023-3
Electiva de Lectura y Escritura,2,Edith Foro,eforox@edu.com,Gabey Crutch,gcrutch3l@edu.com,1.0,2023-3
Electiva de Lectura y Escritura,2,Edith Foro,eforox@edu.com,Courtenay Winckle,cwinckle3m@edu.com,1.0,2023-3
Electiva de Lectura y Escritura,2,Edith Foro,eforox@edu.com,Boote Bewshire,bbewshire3n@edu.com,1.0,2023-3
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Laird Pinchon,lpinchon3o@edu.com,4.8,2023-1
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Ronny Klemencic,rklemencic3p@edu.com,4.8,2023-1
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Tootsie Jaqueminet,tjaqueminet3q@edu.com,4.8,2023-1
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Heriberto Chevalier,hchevalier3r@edu.com,4.8,2023-1
Inteligencia Artificial,3,Hamlen Bande,hbande31@edu.com,Gilly Roll,groll3s@edu.com,1.1,2021-3
Inteligencia Artificial,3,Hamlen Bande,hbande31@edu.com,Kessia Lipmann,klipmann3t@edu.com,1.1,2021-3
Inteligencia Artificial,3,Hamlen Bande,hbande31@edu.com,Fionnula Hug,fhug3u@edu.com,1.1,2021-3
Inteligencia Artificial,3,Hamlen Bande,hbande31@edu.com,Jeffy Zuanelli,jzuanelli3v@edu.com,1.1,2021-3
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Thurstan Walstow,twalstow3w@edu.com,4.3,2021-3
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Kathleen Landis,klandis3x@edu.com,4.3,2021-3
