id,nombreCurso,grupo,profesor,correoProfesor,nombreEstudiante,correoEstudiante,nota,periodo
4176.0,Álgebra lineal,4.0,Falkner Brettell,fbrettell3@edu.com,Pablo Sherville,psherville5t@edu.com,4.4,2022-3
4177.0,Álgebra lineal,4.0,Falkner Brettell,fbrettell3@edu.com,Freddi Pack,fpack5u@edu.com,4.9,2022-3
4178.0,Álgebra lineal,4.0,Falkner Brettell,fbrettell3@edu.com,Hilary Parysiak,hparysiak5v@edu.com,3.8,2022-3
4179.0,Álgebra lineal,4.0,Falkner Brettell,fbrettell3@edu.com,Antoni Basten,abasten5w@edu.com,2.4,2022-3
4180.0,Álgebra lineal,4.0,Falkner Brettell,fbrettell3@edu.com,Reba Devany,rdevany5x@edu.com,5.0,2022-3
4181.0,Ingles 2,1.0,Rycca Falla,rfalla5c@edu.com,Anestassia Fenning,afenning5y@edu.com,4.6,2023-1
4182.0,Ingles 2,1.0,Rycca Falla,rfalla5c@edu.com,Gustie Gascoyen,ggascoyen5z@edu.com,3.0,2023-1
4183.0,Ingles 2,1.0,Rycca Falla,rfalla5c@edu.com,Edlin Petrosian,epetrosian60@edu.com,2.5,2023-1
4184.0,Ingles 2,1.0,Rycca Falla,rfalla5c@edu.com,Theobald Sabates,tsabates61@edu.com,3.2,2023-1
4185.0,Ingles 2,1.0,Rycca Falla,rfalla5c@edu.com,Della Verling,dverling62@edu.com,1.0,2023-1
4186.0,Ingles 2,4.0,Hamlen Bande,hbande31@edu.com,Lezley Fearney,lfearney63@edu.com,4.2,2024-1
4187.0,Ingles 2,4.0,Hamlen Bande,hbande31@edu.com,Esme Sibbald,esibbald64@edu.com,0.8,2024-1
4188.0,Ingles 2,4.0,Hamlen Bande,hbande31@edu.com,Ike Shimmin,ishimmin65@edu.com,4.2,2024-1
4189.0,Ingles 2,4.0,Hamlen Bande,hbande31@edu.com,Chaim McIlmorow,cmcilmorow66@edu.com,2.0,2024-1
4190.0,Ingles 2,4.0,Hamlen Bande,hbande31@edu.com,Clarie Tohill,ctohill67@edu.com,3.5,2024-1
4191.0,Electiva Profesional 1,2.0,Carmel Chappelow,cchappelow3a@edu.com,Diego Commander,dcommander68@edu.com,2.3,2021-3
4192.0,Electiva Profesional 1,2.0,Carmel Chappelow,cchappelow3a@edu.com,Scott Brunroth,sbrunroth69@edu.com,3.0,2021-3
4193.0,Electiva Profesional 1,2.0,Carmel Chappelow,cchappelow3a@edu.com,Celka Tidmarsh,ctidmarsh6a@edu.com,2.8,2021-3
4194.0,Electiva Profesional 1,2.0,Carmel Chappelow,cchappelow3a@edu.com,Perla Burnhill,pburnhill6b@edu.com,1.9,2021-3
4195.0,Electiva Profesional 1,2.0,Carmel Chappelow,cchappelow3a@edu.com,Beaufort Volkers,bvolkers6c@edu.com,3.9,2021-3
4196.0,Cálculo 1,2.0,Nevile Openshaw,nopenshaw2h@edu.com,Obediah MacNeillie,omacneillie6d@edu.com,2.7,2023-3
4197.0,Cálculo 1,2.0,Nevile Openshaw,nopenshaw2h@edu.com,Bartolemo Tokley,btokley6e@edu.com,1.4,2023-3
4198.0,Cálculo 1,2.0,Nevile Openshaw,nopenshaw2h@edu.com,Ramsay Wroughton,rwroughton6f@edu.com,4.2,2023-3
4199.0,Cálculo 1,2.0,Nevile Openshaw,nopenshaw2h@edu.com,Verney Quarless,vquarless6g@edu.com,0.3,2023-3
4200.0,Cálculo 1,2.0,Nevile Openshaw,nopenshaw2h@edu.com,Darline Coneron,dconeron6h@edu.com,2.1,2023-3
4201.0,Electiva de  Ciencias Sociales,4.0,Melinda Stancliffe,mstancliffe3g@edu.com,Giselbert Ackerley,gackerley6i@edu.com,0.1,2021-3
4202.0,Electiva de  Ciencias Sociales,4.0,Melinda Stancliffe,mstancliffe3g@edu.com,Rodge Titterton,rtitterton6j@edu.com,1.0,2021-3
4203.0,Electiva de  Ciencias Sociales,4.0,Melinda Stancliffe,mstancliffe3g@edu.com,Giffard Kirwan,gkirwan6k@edu.com,3.9,2021-3
4204.0,Electiva de  Ciencias Sociales,4.0,Melinda Stancliffe,mstancliffe3g@edu.com,Farah Storr,fstorr6n@edu.com,4.1,2021-3
4205.0,Electiva de  Ciencias Sociales,4.0,Melinda Stancliffe,mstancliffe3g@edu.com,Kelsey Caltera,kcaltera6o@edu.com,3.5,2021-3
4206.0,Cálculo 2,4.0,Tabby Odby,todby11@edu.com,Elsy Beade,ebeade6p@edu.com,3.4,2024-3
4207.0,Cálculo 2,4.0,Tabby Odby,todby11@edu.com,Christian McComb,cmccomb6q@edu.com,1.0,2024-3
4208.0,Cálculo 2,4.0,Tabby Odby,todby11@edu.com,Joella McGraw,jmcgraw6r@edu.com,1.2,2024-3
4209.0,Cálculo 2,4.0,Tabby Odby,todby11@edu.com,Vinita Aronstein,varonstein6s@edu.com,2.6,2024-3
4210.0,Cálculo 2,4.0,Tabby Odby,todby11@edu.com,Marji Jorg,mjorg6t@edu.com,3.2,2024-3
4211.0,Inteligencia Artificial,3.0,Reynold Wolstencroft,rwolstencroft3i@edu.com,Zach Swinerd,zswinerd6u@edu.com,3.2,2023-1
4212.0,Inteligencia Artificial,3.0,Reynold Wolstencroft,rwolstencroft3i@edu.com,Melantha McLardie,mmclardie6v@edu.com,2.0,2023-1
4213.0,Inteligencia Artificial,3.0,Reynold Wolstencroft,rwolstencroft3i@edu.com,Ricky Mattes,rmattes6w@edu.com,0.8,2023-1
4214.0,Inteligencia Artificial,3.0,Reynold Wolstencroft,rwolstencroft3i@edu.com,Randie Pauli,rpauli6x@edu.com,4.2,2023-1
4215.0,Inteligencia Artificial,3.0,Reynold Wolstencroft,rwolstencroft3i@edu.com,Schuyler O Borne,so6y@edu.com,0.7,2023-1
4216.0,Formación Ciudadana I : Identidades y Pluralismo,2.0,Adi Stithe,astitheg@edu.com,Sadye Toffoletto,stoffoletto6z@edu.com,1.2,2023-1
4217.0,Formación Ciudadana I : Identidades y Pluralismo,2.0,Adi Stithe,astitheg@edu.com,Dinah Clemmett,dclemmett70@edu.com,2.9,2023-1
4218.0,Formación Ciudadana I : Identidades y Pluralismo,2.0,Adi Stithe,astitheg@edu.com,Marjy Lindholm,mlindholm71@edu.com,2.4,2023-1
4219.0,Formación Ciudadana I : Identidades y Pluralismo,2.0,Adi Stithe,astitheg@edu.com,Felix Loughney,floughney72@edu.com,4.2,2023-1
4220.0,Formación Ciudadana I : Identidades y Pluralismo,2.0,Adi Stithe,astitheg@edu.com,Carmencita Marciskewski,cmarciskewski73@edu.com,3.0,2023-1
4221.0,Comunicación Oral y Escrita,1.0,Albina Tiffin,atiffin4i@edu.com,Mersey Levene,mlevene74@edu.com,3.4,2021-1
4222.0,Comunicación Oral y Escrita,1.0,Albina Tiffin,atiffin4i@edu.com,Mord Gibbins,mgibbins75@edu.com,1.1,2021-1
4223.0,Comunicación Oral y Escrita,1.0,Albina Tiffin,atiffin4i@edu.com,Nelson Sizzey,nsizzey76@edu.com,2.5,2021-1
4224.0,Comunicación Oral y Escrita,1.0,Albina Tiffin,atiffin4i@edu.com,Tulley Ledes,tledes77@edu.com,4.9,2021-1
4225.0,Comunicación Oral y Escrita,1.0,Albina Tiffin,atiffin4i@edu.com,Reinaldo But,rbut78@edu.com,3.1,2021-1
4226.0,Seminario de Ing. de Datos e IA,3.0,Courtnay Easterfield,ceasterfield5f@edu.com,Benji Espinola,bespinola79@edu.com,2.1,2023-3
4227.0,Seminario de Ing. de Datos e IA,3.0,Courtnay Easterfield,ceasterfield5f@edu.com,Skippy Willans,swillans7a@edu.com,0.0,2023-3
4228.0,Seminario de Ing. de Datos e IA,3.0,Courtnay Easterfield,ceasterfield5f@edu.com,Godwin Bernardoux,gbernardoux7b@edu.com,1.5,2023-3
4229.0,Seminario de Ing. de Datos e IA,3.0,Courtnay Easterfield,ceasterfield5f@edu.com,Reuben Marjot,rmarjot7c@edu.com,1.5,2023-3
4230.0,Seminario de Ing. de Datos e IA,3.0,Courtnay Easterfield,ceasterfield5f@edu.com,Morissa Gregory,mgregory7d@edu.com,2.3,2023-3
4231.0,Cálculo 1,2.0,Nevile Openshaw,nopenshaw2h@edu.com,Tawsha McAlindon,tmcalindon7e@edu.com,2.3,2024-3
4232.0,Cálculo 1,2.0,Nevile Openshaw,nopenshaw2h@edu.com,Robin McSparran,rmcsparran7f@edu.com,1.0,2024-3
4233.0,Cálculo 1,2.0,Nevile Openshaw,nopenshaw2h@edu.com,Jobi Lebreton,jlebreton7g@edu.com,2.4,2024-3
4234.0,Cálculo 1,2.0,Nevile Openshaw,nopenshaw2h@edu.com,Corine Bonicelli,cbonicelli7h@edu.com,3.8,2024-3
4235.0,Cálculo 1,2.0,Nevile Openshaw,nopenshaw2h@edu.com,Willie McCafferky,wmccafferky7i@edu.com,2.3,2024-3
4236.0,Cálculo 2,2.0,Kissee Giovani,kgiovani4f@edu.com,Garry Siley,gsiley7j@edu.com,0.4,2024-1
4237.0,Cálculo 2,2.0,Kissee Giovani,kgiovani4f@edu.com,Ashien Kix,akix7k@edu.com,4.2,2024-1
4238.0,Cálculo 2,2.0,Kissee Giovani,kgiovani4f@edu.com,Eadith Karpeev,ekarpeev7l@edu.com,2.8,2024-1
4239.0,Cálculo 2,2.0,Kissee Giovani,kgiovani4f@edu.com,Loretta Lemerle,llemerle7m@edu.com,0.4,2024-1
4240.0,Cálculo 2,2.0,Kissee Giovani,kgiovani4f@edu.com,Maddy Blore,mblore7n@edu.com,3.2,2024-1
4241.0,Seminario de Ing. de Datos e IA,4.0,Hollyanne Macconaghy,hmacconaghy3m@edu.com,Romain Frohock,rfrohock7o@edu.com,4.7,2023-3
4242.0,Seminario de Ing. de Datos e IA,4.0,Hollyanne Macconaghy,hmacconaghy3m@edu.com,Abagael Hellwing,ahellwing7p@edu.com,2.7,2023-3
4243.0,Seminario de Ing. de Datos e IA,4.0,Hollyanne Macconaghy,hmacconaghy3m@edu.com,Haley Gurg,hgurg7q@edu.com,4.0,2023-3
4244.0,Seminario de Ing. de Datos e IA,4.0,Hollyanne Macconaghy,hmacconaghy3m@edu.com,Jacky Hinzer,jhinzer7r@edu.com,0.4,2023-3
4245.0,Seminario de Ing. de Datos e IA,4.0,Hollyanne Macconaghy,hmacconaghy3m@edu.com,Loren Tabour,ltabour7s@edu.com,0.2,2023-3
4246.0,Innovación y Emprendimiento,3.0,Anissa Fishbie,afishbie1f@edu.com,Nona Splevings,nsplevings7t@edu.com,0.4,2021-1
4247.0,Innovación y Emprendimiento,3.0,Anissa Fishbie,afishbie1f@edu.com,Laverne McKain,lmckain7u@edu.com,2.1,2021-1
4248.0,Innovación y Emprendimiento,3.0,Anissa Fishbie,afishbie1f@edu.com,Ailina Eskrick,aeskrick7v@edu.com,3.4,2021-1
4249.0,Innovación y Emprendimiento,3.0,Anissa Fishbie,afishbie1f@edu.com,Jobye Greenham,jgreenham7w@edu.com,4.5,2021-1
4250.0,Innovación y Emprendimiento,3.0,Anissa Fishbie,afishbie1f@edu.com,Alric Loxley,aloxley7x@edu.com,0.7,2021-1
4251.0,Ingeniería y Sostenibilidad,3.0,Kissee Giovani,kgiovani4f@edu.com,Silvain Peres,speres7y@edu.com,3.2,2024-3
4252.0,Ingeniería y Sostenibilidad,3.0,Kissee Giovani,kgiovani4f@edu.com,Kerby Kilbourne,kkilbourne7z@edu.com,5.0,2024-3
4253.0,Ingeniería y Sostenibilidad,3.0,Kissee Giovani,kgiovani4f@edu.com,Mischa Coggan,mcoggan80@edu.com,3.9,2024-3
4254.0,Ingeniería y Sostenibilidad,3.0,Kissee Giovani,kgiovani4f@edu.com,Diandra Stoke,dstoke81@edu.com,1.8,2024-3
4255.0,Ingeniería y Sostenibilidad,3.0,Kissee Giovani,kgiovani4f@edu.com,Belvia Clulow,bclulow82@edu.com,2.1,2024-3
4256.0,Lógica y Matemática Discreta,4.0,Kissee Giovani,kgiovani4f@edu.com,Reilly Kissick,rkissick83@edu.com,4.4,2022-1
4257.0,Lógica y Matemática Discreta,4.0,Kissee Giovani,kgiovani4f@edu.com,Kiley Bignell,kbignell84@edu.com,4.2,2022-1
4258.0,Lógica y Matemática Discreta,4.0,Kissee Giovani,kgiovani4f@edu.com,Maxine Ling,mling85@edu.com,3.7,2022-1
4259.0,Lógica y Matemática Discreta,4.0,Kissee Giovani,kgiovani4f@edu.com,Correy Bates,cbates86@edu.com,4.9,2022-1
4260.0,Lógica y Matemática Discreta,4.0,Kissee Giovani,kgiovani4f@edu.com,Del Forte,dforte87@edu.com,1.2,2022-1
4261.0,Comunicación Oral y Escrita,4.0,Giffard Drought,gdrought3y@edu.com,Grove Astie,gastie88@edu.com,3.9,2023-1
4262.0,Comunicación Oral y Escrita,4.0,Giffard Drought,gdrought3y@edu.com,Roseann Bolton,rbolton89@edu.com,0.5,2023-1
4263.0,Comunicación Oral y Escrita,4.0,Giffard Drought,gdrought3y@edu.com,Aurea Mussard,amussard8a@edu.com,2.6,2023-1
4264.0,Comunicación Oral y Escrita,4.0,Giffard Drought,gdrought3y@edu.com,Sanford Twycross,stwycross8b@edu.com,4.1,2023-1
4265.0,Comunicación Oral y Escrita,4.0,Giffard Drought,gdrought3y@edu.com,Marlo Clampe,mclampe8c@edu.com,0.5,2023-1
4266.0,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.0,Mary Birtonshaw,mbirtonshaw14@edu.com,Emelyne Race,erace8d@edu.com,4.3,2023-1
4267.0,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.0,Mary Birtonshaw,mbirtonshaw14@edu.com,Darlleen Robert,drobert8e@edu.com,4.1,2023-1
4268.0,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.0,Mary Birtonshaw,mbirtonshaw14@edu.com,Mathias Aberdeen,maberdeen8f@edu.com,3.2,2023-1
4269.0,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.0,Mary Birtonshaw,mbirtonshaw14@edu.com,Kristan Levings,klevings8g@edu.com,2.8,2023-1
4270.0,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.0,Mary Birtonshaw,mbirtonshaw14@edu.com,Yehudi Matthiesen,ymatthiesen8h@edu.com,2.5,2023-1
4271.0,Ingles 1,4.0,Florance Simoens,fsimoensv@edu.com,Cary Colvin,ccolvin8i@edu.com,1.8,2023-1
4272.0,Ingles 1,4.0,Florance Simoens,fsimoensv@edu.com,Guillermo Polfer,gpolfer8j@edu.com,3.3,2023-1
4273.0,Ingles 1,4.0,Florance Simoens,fsimoensv@edu.com,Geraldine Gaule,ggaule8k@edu.com,2.7,2023-1
4274.0,Ingles 1,4.0,Florance Simoens,fsimoensv@edu.com,Babbie Dufaire,bdufaire8l@edu.com,4.2,2023-1
4275.0,Ingles 1,4.0,Florance Simoens,fsimoensv@edu.com,Averell Kubec,akubec8m@edu.com,2.1,2023-1
4276.0,ETL (Extracción Transformación y Carga),1.0,Ariella Mixon,amixon4v@edu.com,Herta Dominico,hdominico8n@edu.com,2.4,2023-1
4277.0,ETL (Extracción Transformación y Carga),1.0,Ariella Mixon,amixon4v@edu.com,Nola Lindeman,nlindeman8o@edu.com,0.3,2023-1
4278.0,ETL (Extracción Transformación y Carga),1.0,Ariella Mixon,amixon4v@edu.com,Myrtia Pardie,mpardie8p@edu.com,0.7,2023-1
4279.0,ETL (Extracción Transformación y Carga),1.0,Ariella Mixon,amixon4v@edu.com,Sigismond Alcock,salcock8q@edu.com,4.1,2023-1
4280.0,ETL (Extracción Transformación y Carga),1.0,Ariella Mixon,amixon4v@edu.com,Alla Mabe,amabe8r@edu.com,4.6,2023-1
4281.0,Almacenamiento de datos,3.0,Tresa Derham,tderham4r@edu.com,Zared Botly,zbotly8s@edu.com,0.6,2022-3
4282.0,Almacenamiento de datos,3.0,Tresa Derham,tderham4r@edu.com,Alonso Durrant,adurrant8t@edu.com,3.6,2022-3
4283.0,Almacenamiento de datos,3.0,Tresa Derham,tderham4r@edu.com,Symon Tabourel,stabourel8u@edu.com,4.1,2022-3
4284.0,Almacenamiento de datos,3.0,Tresa Derham,tderham4r@edu.com,Alverta Cudbertson,acudbertson8v@edu.com,1.7,2022-3
4285.0,Almacenamiento de datos,3.0,Tresa Derham,tderham4r@edu.com,Mavis Minet,mminet8w@edu.com,3.3,2022-3
4286.0,Lógica y Matemática Discreta,1.0,Johan Learmond,jlearmond5@edu.com,Rosemonde Tetla,rtetla8x@edu.com,1.4,2021-1
4287.0,Lógica y Matemática Discreta,1.0,Johan Learmond,jlearmond5@edu.com,Thaddeus Thowless,tthowless8y@edu.com,3.3,2021-1
4288.0,Lógica y Matemática Discreta,1.0,Johan Learmond,jlearmond5@edu.com,Shandeigh Trimnell,strimnell8z@edu.com,3.7,2021-1
4289.0,Lógica y Matemática Discreta,1.0,Johan Learmond,jlearmond5@edu.com,Scottie Salan,ssalan90@edu.com,3.6,2021-1
4290.0,Lógica y Matemática Discreta,1.0,Johan Learmond,jlearmond5@edu.com,Marisa Stayt,mstayt91@edu.com,1.5,2021-1
4291.0,Inteligencia Artificial,3.0,Reynold Wolstencroft,rwolstencroft3i@edu.com,Jo Bruneau,jbruneau92@edu.com,3.2,2023-3
4292.0,Inteligencia Artificial,3.0,Reynold Wolstencroft,rwolstencroft3i@edu.com,Lev Lenglet,llenglet93@edu.com,3.8,2023-3
4293.0,Inteligencia Artificial,3.0,Reynold Wolstencroft,rwolstencroft3i@edu.com,Chrissy Lerven,clerven94@edu.com,2.1,2023-3
4294.0,Inteligencia Artificial,3.0,Reynold Wolstencroft,rwolstencroft3i@edu.com,Roseanne Rappa,rrappa95@edu.com,1.8,2023-3
4295.0,Inteligencia Artificial,3.0,Reynold Wolstencroft,rwolstencroft3i@edu.com,Calhoun Olley,colley96@edu.com,2.0,2023-3
4296.0,Almacenamiento de datos,1.0,Kent Giddons,kgiddons41@edu.com,Base Hatton,bhatton97@edu.com,3.8,2024-3
4297.0,Almacenamiento de datos,1.0,Kent Giddons,kgiddons41@edu.com,Lyndsie Milksop,lmilksop98@edu.com,0.2,2024-3
4298.0,Almacenamiento de datos,1.0,Kent Giddons,kgiddons41@edu.com,Hildegarde Hutchison,hhutchison99@edu.com,0.2,2024-3
4299.0,Almacenamiento de datos,1.0,Kent Giddons,kgiddons41@edu.com,Garth OMullaney,gomullaney9a@edu.com,1.3,2024-3
4300.0,Almacenamiento de datos,1.0,Kent Giddons,kgiddons41@edu.com,Trumann Gorriessen,tgorriessen9b@edu.com,3.2,2024-3
4301.0,Matemáticas Fundamentales,2.0,Obediah Worland,oworland2g@edu.com,Tristam Christall,tchristall9c@edu.com,2.7,2024-1
4302.0,Matemáticas Fundamentales,2.0,Obediah Worland,oworland2g@edu.com,Sigismundo Lewtey,slewtey9d@edu.com,4.5,2024-1
4303.0,Matemáticas Fundamentales,2.0,Obediah Worland,oworland2g@edu.com,Yard Lavarack,ylavarack9e@edu.com,4.8,2024-1
4304.0,Matemáticas Fundamentales,2.0,Obediah Worland,oworland2g@edu.com,Ulrica McBride,umcbride9f@edu.com,4.7,2024-1
4305.0,Matemáticas Fundamentales,2.0,Obediah Worland,oworland2g@edu.com,Desmond Bourhill,dbourhill9g@edu.com,2.7,2024-1
4306.0,Ingles 5,3.0,Raimundo Lonsdale,rlonsdale17@edu.com,Nevsa Gregoratti,ngregoratti9h@edu.com,3.6,2024-1
4307.0,Ingles 5,3.0,Raimundo Lonsdale,rlonsdale17@edu.com,Gert Franchi,gfranchi9i@edu.com,4.6,2024-1
4308.0,Ingles 5,3.0,Raimundo Lonsdale,rlonsdale17@edu.com,Nanny Pickerin,npickerin9j@edu.com,1.0,2024-1
4309.0,Ingles 5,3.0,Raimundo Lonsdale,rlonsdale17@edu.com,Christopher Learmond,clearmond9k@edu.com,4.8,2024-1
4310.0,Ingles 5,3.0,Raimundo Lonsdale,rlonsdale17@edu.com,Charisse Hissett,chissett9l@edu.com,4.4,2024-1
4311.0,Seminario de Ing. de Datos e IA,3.0,Courtnay Easterfield,ceasterfield5f@edu.com,Alyss Village,avillage9m@edu.com,2.8,2022-1
4312.0,Seminario de Ing. de Datos e IA,3.0,Courtnay Easterfield,ceasterfield5f@edu.com,Tara Stonnell,tstonnell9n@edu.com,3.9,2022-1
4313.0,Seminario de Ing. de Datos e IA,3.0,Courtnay Easterfield,ceasterfield5f@edu.com,Robinette Semper,rsemper9o@edu.com,2.6,2022-1
4314.0,Seminario de Ing. de Datos e IA,3.0,Courtnay Easterfield,ceasterfield5f@edu.com,Alexander Rodrig,arodrig9p@edu.com,2.7,2022-1
4315.0,Seminario de Ing. de Datos e IA,3.0,Courtnay Easterfield,ceasterfield5f@edu.com,Aprilette Purtell,apurtell9q@edu.com,1.2,2022-1
4316.0,Sistemas Operativos,4.0,Whitman Laurent,wlaurent1e@edu.com,Noble Lynagh,nlynagh9r@edu.com,3.6,2024-3
4317.0,Sistemas Operativos,4.0,Whitman Laurent,wlaurent1e@edu.com,Kassey Malenoir,kmalenoir9s@edu.com,4.9,2024-3
4318.0,Sistemas Operativos,4.0,Whitman Laurent,wlaurent1e@edu.com,Winifred Mougel,wmougel9t@edu.com,4.1,2024-3
4319.0,Sistemas Operativos,4.0,Whitman Laurent,wlaurent1e@edu.com,Pacorro Ronchetti,pronchetti9u@edu.com,2.1,2024-3
4320.0,Sistemas Operativos,4.0,Whitman Laurent,wlaurent1e@edu.com,Jenifer Mosdall,jmosdall9v@edu.com,2.1,2024-3
4321.0,Comunicación Oral y Escrita,3.0,Rosalinde Warbey,rwarbey42@edu.com,Israel Deek,ideek9w@edu.com,2.6,2022-1
4322.0,Comunicación Oral y Escrita,3.0,Rosalinde Warbey,rwarbey42@edu.com,Fleur Dumbrell,fdumbrell9x@edu.com,2.0,2022-1
4323.0,Comunicación Oral y Escrita,3.0,Rosalinde Warbey,rwarbey42@edu.com,Emlyn Meneyer,emeneyer9y@edu.com,1.4,2022-1
4324.0,Comunicación Oral y Escrita,3.0,Rosalinde Warbey,rwarbey42@edu.com,Eldridge Gadaud,egadaud9z@edu.com,2.8,2022-1
4325.0,Comunicación Oral y Escrita,3.0,Rosalinde Warbey,rwarbey42@edu.com,Phylys McCulloch,pmccullocha0@edu.com,4.1,2022-1
4326.0,Almacenamiento de datos,1.0,Kent Giddons,kgiddons41@edu.com,Gerhardt Yearns,gyearnsa1@edu.com,0.2,2021-1
4327.0,Almacenamiento de datos,1.0,Kent Giddons,kgiddons41@edu.com,Ellswerth Menier,emeniera2@edu.com,4.5,2021-1
4328.0,Almacenamiento de datos,1.0,Kent Giddons,kgiddons41@edu.com,Luce Slogrove,lslogrovea3@edu.com,0.9,2021-1
4329.0,Almacenamiento de datos,1.0,Kent Giddons,kgiddons41@edu.com,Rebeca Southcoat,rsouthcoata4@edu.com,1.5,2021-1
4330.0,Almacenamiento de datos,1.0,Kent Giddons,kgiddons41@edu.com,Helaine Haygreen,hhaygreena5@edu.com,3.5,2021-1
4331.0,Seminario de Ing. de Datos e IA,1.0,Bartholemy Pavese,bpavese2x@edu.com,Vally Bettenson,vbettensona6@edu.com,0.7,2023-1
4332.0,Seminario de Ing. de Datos e IA,1.0,Bartholemy Pavese,bpavese2x@edu.com,Andriette Rew,arewa7@edu.com,0.6,2023-1
4333.0,Seminario de Ing. de Datos e IA,1.0,Bartholemy Pavese,bpavese2x@edu.com,Granville Ambrus,gambrusa8@edu.com,1.6,2023-1
4334.0,Seminario de Ing. de Datos e IA,1.0,Bartholemy Pavese,bpavese2x@edu.com,Elena Harbottle,eharbottlea9@edu.com,4.1,2023-1
4335.0,Seminario de Ing. de Datos e IA,1.0,Bartholemy Pavese,bpavese2x@edu.com,Daron Fears,dfearsaa@edu.com,2.0,2023-1
4336.0,Ingles 2,3.0,Hyacinth Matkovic,hmatkovic3l@edu.com,Gayler Leeves,gleevesab@edu.com,2.5,2022-3
4337.0,Ingles 2,3.0,Hyacinth Matkovic,hmatkovic3l@edu.com,Ofilia Guerry,oguerryac@edu.com,4.3,2022-3
4338.0,Ingles 2,3.0,Hyacinth Matkovic,hmatkovic3l@edu.com,Algernon Mushet,amushetad@edu.com,4.7,2022-3
4339.0,Ingles 2,3.0,Hyacinth Matkovic,hmatkovic3l@edu.com,Gisele Grimsdell,ggrimsdellae@edu.com,3.1,2022-3
4340.0,Ingles 2,3.0,Hyacinth Matkovic,hmatkovic3l@edu.com,Blaire Shawcroft,bshawcroftaf@edu.com,2.0,2022-3
4341.0,Matemáticas Fundamentales,1.0,Fayette Laville,flavilleq@edu.com,Mordecai Bute,mbuteag@edu.com,3.1,2023-3
4342.0,Matemáticas Fundamentales,1.0,Fayette Laville,flavilleq@edu.com,Bertrando Molden,bmoldenah@edu.com,0.2,2023-3
4343.0,Matemáticas Fundamentales,1.0,Fayette Laville,flavilleq@edu.com,Merrili Ghidotti,mghidottiai@edu.com,0.2,2023-3
4344.0,Matemáticas Fundamentales,1.0,Fayette Laville,flavilleq@edu.com,Angelle Braam,abraamaj@edu.com,4.7,2023-3
4345.0,Matemáticas Fundamentales,1.0,Fayette Laville,flavilleq@edu.com,Demetrius Rodda,droddaak@edu.com,4.7,2023-3
4346.0,Electiva Profesional 3,2.0,Glenn Pawlicki,gpawlicki54@edu.com,Dwain Seegar,dseegaral@edu.com,2.7,2024-3
4347.0,Electiva Profesional 3,2.0,Glenn Pawlicki,gpawlicki54@edu.com,Lenette Haggata,lhaggataam@edu.com,0.1,2024-3
4348.0,Electiva Profesional 3,2.0,Glenn Pawlicki,gpawlicki54@edu.com,Derk Holsey,dholseyan@edu.com,3.8,2024-3
4349.0,Electiva Profesional 3,2.0,Glenn Pawlicki,gpawlicki54@edu.com,Lisette Kingwell,lkingwellao@edu.com,1.7,2024-3
4350.0,Electiva Profesional 3,2.0,Glenn Pawlicki,gpawlicki54@edu.com,Cammy Driscoll,cdriscollap@edu.com,3.3,2024-3
4351.0,Seguridad de la Información,1.0,Gib Peachman,gpeachman2u@edu.com,Willy Ridgeway,wridgewayaq@edu.com,0.4,2022-1
4352.0,Seguridad de la Información,1.0,Gib Peachman,gpeachman2u@edu.com,Lois Hing,lhingar@edu.com,3.5,2022-1
4353.0,Seguridad de la Información,1.0,Gib Peachman,gpeachman2u@edu.com,Zelig Wiszniewski,zwiszniewskias@edu.com,0.4,2022-1
4354.0,Seguridad de la Información,1.0,Gib Peachman,gpeachman2u@edu.com,Dredi Wint,dwintat@edu.com,3.6,2022-1
4355.0,Seguridad de la Información,1.0,Gib Peachman,gpeachman2u@edu.com,Tilda Mauchline,tmauchlineau@edu.com,0.9,2022-1
4356.0,Formación Ciudadana I : Identidades y Pluralismo,1.0,Abdul Portress,aportress4o@edu.com,Cristian Metcalfe,cmetcalfeav@edu.com,0.8,2024-1
4357.0,Formación Ciudadana I : Identidades y Pluralismo,1.0,Abdul Portress,aportress4o@edu.com,Genna Duiguid,gduiguidaw@edu.com,0.0,2024-1
4358.0,Formación Ciudadana I : Identidades y Pluralismo,1.0,Abdul Portress,aportress4o@edu.com,Petronille Holsall,pholsallax@edu.com,5.0,2024-1
4359.0,Formación Ciudadana I : Identidades y Pluralismo,1.0,Abdul Portress,aportress4o@edu.com,Brietta Christian,bchristianay@edu.com,0.9,2024-1
4360.0,Formación Ciudadana I : Identidades y Pluralismo,1.0,Abdul Portress,aportress4o@edu.com,Cristen Brugsma,cbrugsmaaz@edu.com,4.9,2024-1
4361.0,Electiva de  Ciencias Sociales,1.0,Carmela Doblin,cdoblin4h@edu.com,Doralyn Trye,dtryeb0@edu.com,2.3,2021-3
4362.0,Electiva de  Ciencias Sociales,1.0,Carmela Doblin,cdoblin4h@edu.com,Sarah Strettell,sstrettellb1@edu.com,4.4,2021-3
