usuario,contrasena,nombre,correo,paisOrigen,necesidadesEspecialesEducacion,genero,estadoCivil,prestamo,beca,desplazado,totalCreditos
jeykeloe,jzl34I,Joanne Eykel,jeykeloe@edu.com,Portugal,no,Masculino,Soltero,no,no,no,0.0
jferreiray,cC8F~FSd~HH.1&i,Jacquelynn Ferreira,jferreiray@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jferresis,bU9*3SvH,Jannelle Ferres,jferresis@edu.com,Portugal,no,Masculino,Casado,no,no,no,0.0
jfierman6w,kG2.Y|Nh?YD,Jacinda Fierman,jfierman6w@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jflaniganou,yY4T7e+q,Jerry Flanigan,jflaniganou@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jfoakesbn,pW4n.ONV~gO$q,Jordain Foakes,jfoakesbn@edu.com,Portugal,no,Masculino,Soltero,no,no,no,3.0
jfold4y,vht85#0SVb,Jermaine Fold,jfold4y@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jfominovn,sJ10okIss0,Jerrie Fominov,jfominovn@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
jfunnellp2,eQ2XMTXe$Fd4N.,Jourdan Funnell,jfunnellp2@edu.com,Espa?a,no,Femenino,Casado,no,no,no,3.0
jfuryae,tT0mJCHob*0Jm,Juliane Fury,jfuryae@edu.com,Portugal,no,Femenino,Soltero,no,si,si,6.0
jgages19,hU9@bvu,Jana Gages,jgages19@edu.com,Portugal,no,Femenino,Soltero,no,no,no,3.0
jgannicleffi9,nV7<OZG&$|r,Jordana Gannicleff,jgannicleffi9@edu.com,Portugal,no,Masculino,Soltero,no,si,si,6.0
jgarvaghl4,svp98,Joycelin Garvagh,jgarvaghl4@edu.com,Portugal,no,Masculino,Soltero,no,no,no,3.0
jglowaczdr,mQ7Yuyv8B,James Glowacz,jglowaczdr@edu.com,Portugal,no,Masculino,Soltero,no,no,si,6.0
jgoldie6f,eH6EwlSWD)fl5j8,Jannel Goldie,jgoldie6f@edu.com,Portugal,no,Femenino,Soltero,si,no,si,3.0
jgoning1v,sD3>Bv@Zf*,Jeremy Goning,jgoning1v@edu.com,Espa?a,no,Femenino,Soltero,no,no,si,3.0
jgostalla0,mA2VKrq4hMUm{pk,Jarrod Gostall,jgostalla0@edu.com,Portugal,no,Femenino,Soltero,si,no,si,0.0
jgounod9x,uH0KL8}oT9#r,Julianne Gounod,jgounod9x@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
jgruszkamo,bC7L*W1.,Jo Gruszka,jgruszkamo@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
jgudahy7u,qJ1&3#n6k_jC,Jacky Gudahy,jgudahy7u@edu.com,Portugal,no,Masculino,Soltero,no,no,no,0.0
jguilliland6l,jJ7&Wn}Vz,Jephthah Guilliland,jguilliland6l@edu.com,Portugal,no,Masculino,Soltero,si,no,no,0.0
jgurnere4,zT1BVsDU|~ST>,Job Gurner,jgurnere4@edu.com,Portugal,no,Femenino,Divorciado,no,no,no,0.0
jhaddlestonew,wI5ZMgxAMf7H,Jo-anne Haddleston,jhaddlestonew@edu.com,Portugal,no,Masculino,Soltero,no,no,no,0.0
jhaggleton72,jqu41,Jill Haggleton,jhaggleton72@edu.com,Portugal,no,Femenino,Soltero,no,no,no,3.0
jhalbert1w,kB2AHh)7=L9,Jimmy Halbert,jhalbert1w@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
jhamlen77,mcv70B={Z,Judye Hamlen,jhamlen77@edu.com,Portugal,no,Femenino,Soltero,si,no,si,3.0
jharmer79,aK4kV=?eA)Kd,Jehu Harmer,jharmer79@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jhartzogs14,dP5nQNWM=7AT,Jamey Hartzogs,jhartzogs14@edu.com,Portugal,no,Femenino,Soltero,no,si,si,3.0
jhaslum97,bX2t!{2o,Jerry Haslum,jhaslum97@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jhaydockh1,cfk52k.h,Jud Haydock,jhaydockh1@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
jhaywood47,oE4qJ!lT+aU+,Johanna Haywood,jhaywood47@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jhobgeni6,kva28zgCFi,Jacquenette Hobgen,jhobgeni6@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
jhulburdax,nyq628j,Jorry Hulburd,jhulburdax@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
jhuttonh5,okg74{GQ8P,Jamil Hutton,jhuttonh5@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jianitti9h,vN4miAWfl05,Jarrid Ianitti,jianitti9h@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jirnisgb,vH2l7q.7uZ5z,Jeane Irnis,jirnisgb@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jisacpl,hS7dPTRkI,Joseito Isac,jisacpl@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
jjankowskipk,gix22AR2,Juliann Jankowski,jjankowskipk@edu.com,Portugal,no,Femenino,Divorciado,no,si,no,0.0
jjedrzaszkiewicziy,nT7*_)6>D,Jacquette Jedrzaszkiewicz,jjedrzaszkiewicziy@edu.com,Portugal,no,Masculino,Soltero,si,no,no,0.0
jjedrzejewskiau,oX4Vuzx~REK,Jarrid Jedrzejewski,jjedrzejewskiau@edu.com,Portugal,no,Masculino,Casado,si,no,no,0.0
jjeremiahhz,yW0Ssi3ntvYW)Z,Jelene Jeremiah,jjeremiahhz@edu.com,Portugal,no,Femenino,Soltero,no,si,no,3.0
jjosefsonz,aO6zz~VzhV&z3<,Jocelyn Josefson,jjosefsonz@edu.com,Portugal,no,Femenino,Soltero,no,si,no,0.0
jkanzlerle,qld82gz08Q,Julietta Kanzler,jkanzlerle@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
jkenealy1d,iU9k)xk1RVLKf,Jeanna Kenealy,jkenealy1d@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jkettlestring92,bK3NJqyWbSYQ}WUa,Jeremie Kettlestring,jkettlestring92@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jkirley34,rZ3KB#|&Sb,Janis Kirley,jkirley34@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jkirwin8t,sE1W}{@OCp)F,Jorrie Kirwin,jkirwin8t@edu.com,Portugal,no,Femenino,Soltero,si,no,si,3.0
jkittore,zF1r6+UjY?Nw,Jens Kitto,jkittore@edu.com,Portugal,no,Femenino,Casado,no,si,no,3.0
jklavesjo,kP0lYQfBs,Jennilee Klaves,jklavesjo@edu.com,Portugal,no,Masculino,Soltero,no,no,no,3.0
jkloisnerel,jM5>j&mdV.75,Josepha Kloisner,jkloisnerel@edu.com,Portugal,no,Masculino,Soltero,no,no,no,3.0
jknibbf,pX07IWIpqA&*Im=,Johna Knibb,jknibbf@edu.com,Portugal,no,Masculino,Casado,no,no,si,3.0
jknottleyc6,oV7LuE=bn3r8R0A,Jonis Knottley,jknottleyc6@edu.com,Portugal,no,Femenino,Soltero,no,si,si,3.0
jkubasiewiczng,wL2NZDqPCB,Jolee Kubasiewicz,jkubasiewiczng@edu.com,Portugal,si,Masculino,Soltero,si,no,si,0.0
jkyle53,cV9+<LG6Gp?_vHy(,Jase Kyle,jkyle53@edu.com,Portugal,no,Masculino,Casado,no,no,no,3.0
jlabden79,qB8QF{(8~C=EF_,Julie Labden,jlabden79@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
jlatch2n,tbh97{hos,Jemmy Latch,jlatch2n@edu.com,Santo Tom? y Princip,no,Masculino,Soltero,no,no,si,0.0
jlemarie86,cqu80,Jodie Lemarie,jlemarie86@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
jlittellnr,zE2VOjnl,Joycelin Littell,jlittellnr@edu.com,Portugal,no,Masculino,Divorciado,no,no,no,0.0
jmacpeiceiw,hzx46,Jodee MacPeice,jmacpeiceiw@edu.com,Brasil,no,Femenino,Soltero,no,no,si,3.0
jmadelingy,dK3~vR=cVJ,Jacklyn Madelin,jmadelingy@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jmaestrogq,mV5Cv$uw&<XI<H},Jess Maestro,jmaestrogq@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jmahonav,bX4i|wj+TWV~A=L,Jeth Mahon,jmahonav@edu.com,Portugal,no,Masculino,Soltero,si,no,si,3.0
jmallenderhr,eO0>Qe?Ou,Janaya Mallender,jmallenderhr@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jmarkhamr1,ytr65m*k9V,Jeth Markham,jmarkhamr1@edu.com,Portugal,no,Masculino,Casado,no,no,no,3.0
jmarttox,che77hjP,Jackie Martt,jmarttox@edu.com,Portugal,no,Femenino,Soltero,no,si,si,3.0
jmassotmc,rex500,Jonathan Massot,jmassotmc@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
jmateuszczyk36,zK3U$pW,Justinn Mateuszczyk,jmateuszczyk36@edu.com,Portugal,no,Femenino,Soltero,no,si,no,3.0
jmatissoff3m,nS82@e2}cPVawx!,Jaine Matissoff,jmatissoff3m@edu.com,Portugal,no,Femenino,Soltero,no,no,no,3.0
jmcentagartg3,qyh76E7,Jocelyne McEntagart,jmcentagartg3@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
jmckerron76,aJ1s1wrDgq!B,Jenifer McKerron,jmckerron76@edu.com,Portugal,no,Femenino,Soltero,no,si,si,3.0
jmclachlanz,lbx47<Lb,Jdavie McLachlan,jmclachlanz@edu.com,Portugal,no,Masculino,Soltero,si,no,no,0.0
jmellmothbg,eng82,Johnny Mellmoth,jmellmothbg@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
jmenig1,qR7Ue3@=Rhn,Julia Meni,jmenig1@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jmewitt4i,kX4<ExE)!8{yxHN,Jacqueline Mewitt,jmewitt4i@edu.com,Portugal,no,Femenino,Soltero,no,no,no,9.0
jmoodeyay,pns26_,Jule Moodey,jmoodeyay@edu.com,Portugal,no,Femenino,Soltero,no,no,no,9.0
jmorsheaddc,mD3AFZvf,Jereme Morshead,jmorsheaddc@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
jmyner8d,xH6L*oz@,Jaye Myner,jmyner8d@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jnewhamn1,oV3kST@FHTaXp,Jany Newham,jnewhamn1@edu.com,Portugal,no,Femenino,Soltero,no,si,no,3.0
jocalleranal,ymg80(X,Jareb OCalleran,jocalleranal@edu.com,Portugal,no,Femenino,Soltero,no,no,no,6.0
joliveto3j,kK3@6tlEbLH,Jonathan Oliveto,joliveto3j@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jomannion4e,mcf25a>z,Julieta OMannion,jomannion4e@edu.com,Portugal,no,Femenino,Soltero,no,no,si,6.0
jomondf7,tK56a?k|,Jourdain Omond,jomondf7@edu.com,Portugal,no,Femenino,Casado,no,no,no,6.0
jpadkin1o,kxu39r5QUK,Jenilee Padkin,jpadkin1o@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
jpearemq,bT0nc+Jbz1{)lj,Jilli Peare,jpearemq@edu.com,Portugal,no,Femenino,Casado,no,no,no,0.0
jpeele9g,kT7sg*.4,Jesse Peele,jpeele9g@edu.com,Portugal,no,Masculino,Soltero,no,no,si,3.0
jperrioh,eJ8RFw#,Juli Perri,jperrioh@edu.com,Portugal,no,Masculino,Soltero,no,no,no,6.0
jpetroffks,jB5$NXf$OS*,Judy Petroff,jpetroffks@edu.com,Portugal,no,Masculino,Soltero,si,no,no,0.0
jpiser2b,pC6zb=x0UscxbA,Juliane Piser,jpiser2b@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jprendevillefz,qT9b#53hLQx?.,Jeremiah Prendeville,jprendevillefz@edu.com,Portugal,si,Femenino,Soltero,no,no,si,0.0
jprettejohnser,nG9J~qV9L,Janelle Prettejohns,jprettejohnser@edu.com,Portugal,no,Femenino,Soltero,no,si,no,0.0
jpriditt21,mI1~_M|l_,Jeniffer Priditt,jpriditt21@edu.com,Portugal,no,Femenino,Soltero,no,si,si,9.0
jpringley87,oN3Y|631px}Uk,Janna Pringley,jpringley87@edu.com,Portugal,no,Masculino,Soltero,no,no,no,0.0
jpuckettqh,ifm56z<mI,Jerrilee Puckett,jpuckettqh@edu.com,Portugal,no,Femenino,Soltero,no,no,no,9.0
jreddincc,lY2{vv(Pxr,Jim Reddin,jreddincc@edu.com,Portugal,no,Masculino,Soltero,no,no,no,0.0
jriggey4l,fR2$jMsS#(xQ,Johny Riggey,jriggey4l@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jrosenqvist4u,tfz11Zd1io,Joni Rosenqvist,jrosenqvist4u@edu.com,Portugal,no,Femenino,Soltero,si,no,si,0.0
jrosensaft9g,yG0)WJutXh~?l,Jaynell Rosensaft,jrosensaft9g@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
jrowlingqa,rT2GxRdW~@2,Janot Rowling,jrowlingqa@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
jrowseld8,etf92z,Jasmin Rowsel,jrowseld8@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jruberti3i,qS8(9zvO(p,Jonathan Ruberti,jruberti3i@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
jrudiger9m,kT5tH}8{9)?,Jo Rudiger,jrudiger9m@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
jrunacresfi,uR1m(oqMK_hY,Jody Runacres,jrunacresfi@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jruppelir,lI5kF!~#(b,Jacquetta Ruppeli,jruppelir@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jschuchmachernm,cmh40gA4,Joeann Schuchmacher,jschuchmachernm@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jschulterjj,jG2&tw0eS.|&uz&,Jeno Schulter,jschulterjj@edu.com,Portugal,no,Masculino,Soltero,no,no,no,6.0
jscrivenorid,hC2L>SUT1gcvryu,Johnette Scrivenor,jscrivenorid@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jseary1u,fP73PRNSAF2aaq,Jakob Seary,jseary1u@edu.com,Portugal,no,Masculino,Soltero,no,no,no,6.0
jsetteringtonlc,sF3#{}=O+,Jasen Setterington,jsetteringtonlc@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jshilitonbo,oB8zk5wVIBE_b*,Jamil Shiliton,jshilitonbo@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jshillitto4i,dF6lOR(7miw&!?&,Jens Shillitto,jshillitto4i@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
jshowte36,iW03K{zierDdR0,Joy Showte,jshowte36@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
jsinnett1j,xht73C,Jeniece Sinnett,jsinnett1j@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
jsoarsqt,bly38Y,Joell Soars,jsoarsqt@edu.com,Portugal,no,Masculino,Soltero,no,no,no,0.0
jspratlingpt,nT8fBVd.Qq+~,Jillene Spratling,jspratlingpt@edu.com,Portugal,no,Femenino,Soltero,no,si,si,3.0
jstentono,udc36p,Joyous Stenton,jstentono@edu.com,Portugal,no,Femenino,Soltero,no,no,no,3.0
jsuggateon,txl73m,Jany Suggate,jsuggateon@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
jswalteridgec8,cgf3585mi,Jozef Swalteridge,jswalteridgec8@edu.com,Portugal,no,Femenino,Soltero,no,no,no,6.0
jswanboroughar,mS6lIOjh,Joly Swanborough,jswanboroughar@edu.com,Portugal,no,Masculino,Soltero,si,no,si,0.0
jtaffurelli2k,kxj20u0S=,Janot Taffurelli,jtaffurelli2k@edu.com,Brasil,no,Femenino,Soltero,no,no,no,6.0
jtawnj8,iL1LATdK,Junina Tawn,jtawnj8@edu.com,Portugal,no,Masculino,Soltero,no,si,si,0.0
jtaylorck,xsa424,Jdavie Taylor,jtaylorck@edu.com,Portugal,no,Femenino,Soltero,no,no,si,6.0
jthomar3,jC0UdZ|(|ClrVafV,Jared Thoma,jthomar3@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
jtidbold4d,pV0dC9EQ01Ko$,Jany Tidbold,jtidbold4d@edu.com,Portugal,no,Femenino,Soltero,no,no,si,6.0
jtolertonl0,qnc21dcU,Jaymie Tolerton,jtolertonl0@edu.com,Brasil,no,Masculino,Soltero,si,no,no,3.0
jtoothaj,kQ4!cd2|#,Jude Tooth,jtoothaj@edu.com,Portugal,no,Masculino,Soltero,no,si,si,0.0
jtopperp5,xI7m*&Gm.T|,Jim Topper,jtopperp5@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
jtorbeckom,vA5VgnMHW=<o,Jania Torbeck,jtorbeckom@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jtreharnea9,lJ2tP|MtH93,Jarrad Treharne,jtreharnea9@edu.com,Portugal,no,Masculino,Soltero,no,no,si,3.0
jtruinqt,iO3n9rzPzYvH+rX,Jania Truin,jtruinqt@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jvannonia7,blf25FiK,Johnnie Vannoni,jvannonia7@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
jvarnalshq,tN3W?kvE,Jeannie Varnals,jvarnalshq@edu.com,Portugal,no,Masculino,Soltero,si,no,no,0.0
jvicary16,tP0PD}*qW{C,Jasmin Vicary,jvicary16@edu.com,Portugal,no,Femenino,Divorciado,no,no,no,0.0
jvlies5f,cP1{SNBLoIpDs5eZ,Jackelyn Vlies,jvlies5f@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
jwilkersonmd,urj61CsnzV,Jordain Wilkerson,jwilkersonmd@edu.com,Portugal,no,Femenino,Soltero,si,no,si,2.0
jwilsonov,qR0$$SkMZ,Josie Wilson,jwilsonov@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jwinthrop3,zX7nE#K_2~o9,Julienne Winthrop,jwinthrop3@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
jwitchard1e,yL8EKd1Do,Jessica Witchard,jwitchard1e@edu.com,Portugal,no,Femenino,Soltero,no,si,si,2.0
jwragg83,obo23w,Joye Wragg,jwragg83@edu.com,Portugal,no,Femenino,Soltero,si,si,no,0.0
jyankeev67,cA4xK!j!Q),Joeann Yankeev,jyankeev67@edu.com,Portugal,no,Femenino,Soltero,si,no,si,3.0
jyearns8m,tY3)JN0A3Q,Judah Yearns,jyearns8m@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
jzuanelli3v,qS2jp1p0pI,Jeffy Zuanelli,jzuanelli3v@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
kadlamaf,nT43f(qw,Kissee Adlam,kadlamaf@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kalman23,sQ7AN}wRz{,Kimball Alman,kalman23@edu.com,Portugal,no,Femenino,Soltero,no,si,no,0.0
kamisjd,fY1qd&dlhynga,Krissie Amis,kamisjd@edu.com,Portugal,no,Masculino,Soltero,si,no,no,0.0
kannionqq,bH9MYK(3uf2t,Kimberli Annion,kannionqq@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
karmsby73,jB3m@ZFRJK<,Klarika Armsby,karmsby73@edu.com,Portugal,no,Masculino,Soltero,no,no,no,0.0
kavrahamgm,eI4nXNN+R#jWWS,Katharyn Avraham,kavrahamgm@edu.com,Portugal,no,Femenino,Casado,no,no,si,0.0
kbaxstare60,dH06C<J&tySH,Kristina Baxstare,kbaxstare60@edu.com,Portugal,no,Masculino,Soltero,si,no,si,0.0
kbeauchop8n,jZ8M5r.UHTwL4,Kizzee Beauchop,kbeauchop8n@edu.com,Portugal,no,Masculino,Soltero,no,no,si,3.0
kbelz74,iT8mg}m1BRWQ=,Kain Belz,kbelz74@edu.com,Portugal,no,Masculino,Soltero,si,no,si,0.0
kberkleym2,hH9B8s?zFE>q,Karen Berkley,kberkleym2@edu.com,Portugal,no,Femenino,0,no,no,si,0.0
kbilbiekj,fM5@?Mni~dKi_,Kerr Bilbie,kbilbiekj@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
kbirti8,mO1(ByCjr8>Lm,Kenn Birt,kbirti8@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kboscher7m,uE2oo6b>R2g,Kamilah Boscher,kboscher7m@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
kboswardpt,tF9TDoc#n7aplt,Koressa Bosward,kboswardpt@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kbotlym9,qI7bM#A0Wg,Kari Botly,kbotlym9@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kbottinellil3,oqx05}I_s,Kellyann Bottinelli,kbottinellil3@edu.com,Portugal,no,Femenino,Casado,no,no,si,0.0
kbraniffia,nV8_MEFw0,Keelia Braniff,kbraniffia@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
kbrendishab,iL72LTkfA,Kenn Brendish,kbrendishab@edu.com,Inglaterra,no,Femenino,Soltero,no,no,si,3.0
kbrideauxdd,oB5bDpZuYy{vE,Kory Brideaux,kbrideauxdd@edu.com,Portugal,no,Femenino,Soltero,no,si,si,3.0
kbroadhead2y,eV7+_!E5tOzUa,Karlotta Broadhead,kbroadhead2y@edu.com,Portugal,no,Femenino,Soltero,no,si,si,3.0
kbrocklehurst1a,vZ1VTqY0aj,Klement Brocklehurst,kbrocklehurst1a@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
kburdonx,uJ1NEAg5y1.F,Kimbell Burdon,kburdonx@edu.com,Portugal,no,Femenino,Soltero,no,no,si,3.0
kcastiblancomj,ajy17,Kathrine Castiblanco,kcastiblancomj@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
kcattermull7,uhh88uE5il,Kordula Cattermull,kcattermull7@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
kcaudellf0,bwl83U}7qs,Karol Caudell,kcaudellf0@edu.com,Portugal,no,Masculino,Soltero,no,no,no,0.0
kcawcuttq5,dF0Et5mvloSomb,Kylila Cawcutt,kcawcuttq5@edu.com,Rusia,no,Femenino,Casado,no,no,si,0.0
kchoffin56,sqv67ps,Kayla Choffin,kchoffin56@edu.com,Portugal,no,Femenino,Soltero,si,no,no,0.0
kclaremont4c,oB75}y~EWR,Kirstin Claremont,kclaremont4c@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kcobon3t,zZ1~<Rea#WX$xSM,Kath Cobon,kcobon3t@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kcochernd3,tQ5|S6u5shFB,Kylen Cochern,kcochernd3@edu.com,Portugal,no,Masculino,Casado,no,no,no,0.0
kcockley9y,mN6+n54DR{,Kacie Cockley,kcockley9y@edu.com,Portugal,no,Masculino,Soltero,no,no,no,3.0
kcocksn6,jxt644vq,Koral Cocks,kcocksn6@edu.com,Portugal,no,Masculino,Casado,no,no,si,0.0
kcominimv,wlk633bRt,Konstanze Comini,kcominimv@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
kcootd8,wL2XlWg?,Konstance Coot,kcootd8@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kcouchman1i,xQ6mRUzBu!V628b,Katrina Couchman,kcouchman1i@edu.com,Portugal,no,Femenino,Soltero,no,si,si,3.0
kcranmoregn,qP1cT6wi,Kerrie Cranmore,kcranmoregn@edu.com,Portugal,no,Femenino,Casado,no,no,no,3.0
kcrew7h,gS7*.LsI=,Kennan Crew,kcrew7h@edu.com,Portugal,no,Masculino,Soltero,no,no,no,3.0
kcrowdmg,pA4CVV1u_,Kaycee Crowd,kcrowdmg@edu.com,Portugal,no,Masculino,Soltero,no,si,no,0.0
kcruikshanksap,jB3Jz&wR.,Kristo Cruikshanks,kcruikshanksap@edu.com,Portugal,no,Masculino,Soltero,no,no,no,9.0
kcrummie2c,zA6NbdhNq$=0E,Karney Crummie,kcrummie2c@edu.com,Portugal,no,Femenino,Soltero,no,si,no,9.0
kcullity2p,wY4=Ky&.HY3,Krishna Cullity,kcullity2p@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kcumberbatch7r,lC3rx{3q>6TK,Kendricks Cumberbatch,kcumberbatch7r@edu.com,Portugal,no,Femenino,Divorciado,no,si,no,0.0
kdalman6n,vE5i*m.,Kingston Dalman,kdalman6n@edu.com,Portugal,no,Masculino,Soltero,si,no,si,0.0
kdankodg,xB9Qil#2)d,Kristoffer Danko,kdankodg@edu.com,Portugal,no,Femenino,Soltero,no,no,no,3.0
kdemangeonds,qZ4zPM(rHYmq3,Kinna Demangeon,kdemangeonds@edu.com,Portugal,no,Masculino,Soltero,no,no,no,3.0
kdenialdg,lA4PS{+|mAY9#3*},Kitty Denial,kdenialdg@edu.com,Portugal,no,Femenino,Soltero,no,si,no,3.0
kdimic5j,khp53,Kristen Dimic,kdimic5j@edu.com,Portugal,no,Femenino,Soltero,no,no,no,0.0
kdipple7p,xsb58CH,Kelli Dipple,kdipple7p@edu.com,Portugal,no,Femenino,Casado,si,no,no,0.0
kdisburyas,mmz69T,Kareem Disbury,kdisburyas@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kdoriand0,bT4h49z3+Hlr,Karlen Dorian,kdoriand0@edu.com,Portugal,no,Masculino,Soltero,no,si,no,15.0
kdownf9,eZ5$&N2d1pAWf*#A,Karlis Down,kdownf9@edu.com,Portugal,no,Femenino,Union libre,no,no,no,6.0
kdrysdell81,jK9AzC81Y3Z~,Kassia Drysdell,kdrysdell81@edu.com,Portugal,no,Masculino,Soltero,no,no,si,0.0
kdu94,pB19Q>e<D4W}e,Kevin Du Hamel,kdu94@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kduttl,rH6#!YRU,King Dutt,kduttl@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kecclestonpy,rP4@!_PcFIE=,Kevon Eccleston,kecclestonpy@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
kelcoateet,gK4wP~cVC#H,Karlyn Elcoate,kelcoateet@edu.com,Portugal,no,Masculino,Soltero,si,no,no,0.0
kenrichdc,dX8*eQ6FyuC!.u,Kevon Enrich,kenrichdc@edu.com,Portugal,no,Masculino,Soltero,no,si,si,0.0
kepgrave13,fue58,Katinka Epgrave,kepgrave13@edu.com,Espa?a,no,Femenino,Soltero,si,no,no,3.0
kfarrearro,tho37D,Korry Farrear,kfarrearro@edu.com,Portugal,no,Femenino,Soltero,no,si,si,3.0
kfaughnanfa,rba26,Kayley Faughnan,kfaughnanfa@edu.com,Portugal,no,Masculino,Soltero,no,no,si,3.0
kfells9m,tC1_Q|7.H5VF,Kath Fells,kfells9m@edu.com,Portugal,no,Femenino,Soltero,no,si,si,0.0
kfibbitp4,jB7T4KKB*DjG),Ketty Fibbit,kfibbitp4@edu.com,Portugal,no,Femenino,Soltero,no,no,si,0.0
kfilippello2w,hP9.3R@t,Katerina Filippello,kfilippello2w@edu.com,Portugal,no,Femenino,Casado,no,no,no,12.0
kfindleycw,kZ8T?ebV,Kyla Findley,kfindleycw@edu.com,Portugal,no,Masculino,Soltero,no,no,si,3.0
kfishlydn,kE9<}FqPr0,Kristen Fishly,kfishlydn@edu.com,Portugal,no,Masculino,Soltero,si,no,si,0.0
